personId,name,dob,labels
28272,Cecil B. DeMille,1881-08-12,"[""Director"",""Person""]"
28273,Phil Karlson,1908-07-02,"[""Director"",""Person""]"
28274,Charles Crichton,1910-08-06,"[""Director"",""Person""]"
28275,Alexander Mackendrick,1912-09-08,"[""Director"",""Person""]"
28277, Roy Ward Baker,1916-12-19,"[""Director"",""Person""]"
28278,Roy Rowland,1910-12-31,"[""Director"",""Person""]"
28280,Kenneth Anger,1927-02-03,"[""Director"",""Person""]"
28281,Edward D. Wood Jr.,1924-10-10,"[""Director"",""Person""]"
28282,André De Toth,1915-05-15,"[""Director"",""Person""]"
28284,Samuel Fuller,1912-08-12,"[""Director"",""Person""]"
28285,Ingmar Bergman,1918-07-14,"[""Director"",""Person""]"
28286,Kenji Mizoguchi,1898-05-16,"[""Director"",""Person""]"
28291, Edward Sampson,,"[""Director"",""Person""]"
28292,Ishirô Honda,1911-05-07,"[""Director"",""Person""]"
28294,Hiroshi Inagaki,1905-12-30,"[""Director"",""Person""]"
28296,Joseph M. Newman,1909-08-07,"[""Director"",""Person""]"
28298,Frank Tashlin,1913-02-19,"[""Director"",""Person""]"
28300,Valentine Davies,1905-08-25,"[""Director"",""Person""]"
28301,Jean-Pierre Melville,1917-10-20,"[""Director"",""Person""]"
28303,Joseph Pevney,1911-09-15,"[""Director"",""Person""]"
28308,Delbert Mann,1920-01-30,"[""Director"",""Person""]"
28313,Alain Resnais,1922-06-03,"[""Director"",""Person""]"
28314,Satyajit Ray,1921-05-02,"[""Director"",""Person""]"
28317,Jesse Hibbs,1906-01-11,"[""Director"",""Person""]"
28318,Edvin Laine,1905-07-13,"[""Director"",""Person""]"
28320,Albert Lamorisse,1922-01-13,"[""Director"",""Person""]"
28321,Kon Ichikawa,1915-11-20,"[""Director"",""Person""]"
28323, Norman Panama,1914-04-21,"[""Director"",""Person""]"
28324,Roger Vadim,1928-01-26,"[""Director"",""Person""]"
28325,Jack Pollexfen,1908-06-10,"[""Director"",""Person""]"
28326,Don Siegel,1912-10-26,"[""Director"",""Person""]"
28327,Gerd Oswald,1919-06-09,"[""Director"",""Person""]"
28329,Robert Bresson,1901-09-25,"[""Director"",""Person""]"
28330,Sidney Lumet,1924-06-25,"[""Director"",""Person""]"
28331,Henry Levin,1909-06-05,"[""Director"",""Person""]"
28332,Bert I. Gordon,1922-09-24,"[""Director"",""Person""]"
28333,Terence Fisher,1904-02-23,"[""Director"",""Person""]"
28336, George W. George,1920-02-08,"[""Director"",""Person""]"
28337,Mikhail Kalatozov,1903-12-28,"[""Director"",""Person""]"
28338,Hal Kanter,1918-12-18,"[""Director"",""Person""]"
28340,Val Guest,1911-12-11,"[""Director"",""Person""]"
28341,Nunnally Johnson,1897-12-05,"[""Director"",""Person""]"
28342,Nathan Juran,1907-09-01,"[""Director"",""Person""]"
28343,Morton DaCosta,1914-03-07,"[""Director"",""Person""]"
28344,Richard Quine,1920-11-12,"[""Director"",""Person""]"
28345,Irvin S. Yeaworth Jr.,1926-02-14,"[""Director"",""Person""]"
28346, Russell S. Doughten Jr.,1927-02-16,"[""Director"",""Person""]"
28347,Stanley Kramer,1913-09-29,"[""Director"",""Person""]"
28348,William Castle,1914-04-25,"[""Director"",""Person""]"
28349,Melville Shavelson,1917-04-01,"[""Director"",""Person""]"
28350,Albert Band,1924-05-07,"[""Director"",""Person""]"
28351,Martin Ritt,1914-03-02,"[""Director"",""Person""]"
28352,Keisuke Kinoshita,1912-12-03,"[""Director"",""Person""]"
28355,Andrzej Wajda,1926-03-06,"[""Director"",""Person""]"
28358,Paul Wendkos,1925-09-20,"[""Director"",""Person""]"
28360,Masaki Kobayashi,1916-02-14,"[""Director"",""Person""]"
28361,Blake Edwards,1922-07-26,"[""Director"",""Person""]"
28367,Clifford Odets,1906-07-18,"[""Director"",""Person""]"
28368,Georges Franju,1912-04-12,"[""Director"",""Person""]"
28371,Bernard L. Kowalski,1929-08-02,"[""Director"",""Person""]"
28372,Michelangelo Antonioni,1912-09-29,"[""Director"",""Person""]"
28376,Roger Corman,1926-04-05,"[""Director"",""Person""]"
28377, Charles B. Griffith,1930-09-23,"[""Director"",""Person""]"
28379,Mario Bava,1914-07-31,"[""Director"",""Person""]"
28381,David Swift,1919-07-27,"[""Director"",""Person""]"
28382,Karel Reisz,1926-07-21,"[""Director"",""Person""]"
28384, Cyril Frankel,,"[""Director"",""Person""]"
28385,Ken Annakin,1914-08-10,"[""Director"",""Person""]"
28386,Wolf Rilla,1920-03-16,"[""Director"",""Person""]"
28390,Pier Paolo Pasolini,1922-03-05,"[""Director"",""Person""]"
28395,Cy Endfield,1914-11-10,"[""Director"",""Person""]"
28399,Basil Dearden,1911-01-01,"[""Director"",""Person""]"
28402,John Frankenheimer,1930-02-19,"[""Director"",""Person""]"
28404,Herk Harvey,1924-06-03,"[""Director"",""Person""]"
28406,Steve Sekely,1899-02-25,"[""Director"",""Person""]"
28407, Freddie Francis,1917-12-22,"[""Director"",""Person""]"
28413, Eduard Abalov,,"[""Director"",""Person""]"
28414,Chris Marker,1921-07-29,"[""Director"",""Person""]"
28417, Darryl F. Zanuck,1902-09-05,"[""Director"",""Person""]"
28418,Michael Carreras,1927-12-21,"[""Director"",""Person""]"
28423,Ralph Nelson,1916-08-12,"[""Director"",""Person""]"
28425,Robert Mulligan,1925-08-23,"[""Director"",""Person""]"
28426,Fritz Böttger,1902-08-07,"[""Director"",""Person""]"
28429,William Asher,1921-08-08,"[""Director"",""Person""]"
28430,John Schlesinger,1926-02-16,"[""Director"",""Person""]"
28431,Herschell Gordon Lewis,1929-06-15,"[""Director"",""Person""]"
28432,Anton Leader,1913-12-23,"[""Director"",""Person""]"
28436,Abe Levitow,1922-07-02,"[""Director"",""Person""]"
28437,Fletcher Markle,1921-03-27,"[""Director"",""Person""]"
28440,Joseph Losey,1909-01-14,"[""Director"",""Person""]"
28443, Monte Hellman,1932-07-12,"[""Director"",""Person""]"
28445,Norman Jewison,1926-07-21,"[""Director"",""Person""]"
28447,Seijun Suzuki,1923-05-24,"[""Director"",""Person""]"
28448,Kimiyoshi Yasuda,1911-02-15,"[""Director"",""Person""]"
28449,Mihalis Kakogiannis,1922-06-11,"[""Director"",""Person""]"
28451,Peter Glenville,1913-10-28,"[""Director"",""Person""]"
28453,Glauber Rocha,1939-03-14,"[""Director"",""Person""]"
28455,Bill Colleran,,"[""Director"",""Person""]"
28458,Kaneto Shindô,1912-04-22,"[""Director"",""Person""]"
28459,Don Weis,1922-05-13,"[""Director"",""Person""]"
28460,Jacques Demy,1931-06-05,"[""Director"",""Person""]"
28461,Sergio Leone,1929-01-03,"[""Director"",""Person""]"
28462,Larry Roemer,,"[""Director"",""Person""]"
28463,Paul Almond,1931-04-26,"[""Director"",""Person""]"
28465,Hiroshi Teshigahara,1927-01-28,"[""Director"",""Person""]"
28467,Gillo Pontecorvo,1919-11-19,"[""Director"",""Person""]"
28468,Elliot Silverstein,1927-08-03,"[""Director"",""Person""]"
28470,Costa-Gavras,1933-02-12,"[""Director"",""Person""]"
28471,Russ Meyer,1922-03-21,"[""Director"",""Person""]"
28472,Alan Rafkin,,"[""Director"",""Person""]"
28478,Ján Kadár,1918-04-01,"[""Director"",""Person""]"
28480,Leonid Gayday,1923-01-30,"[""Director"",""Person""]"
28482,Marco Bellocchio,1939-11-09,"[""Director"",""Person""]"
28484,Andrew V. McLaglen,1920-07-28,"[""Director"",""Person""]"
28485,Fred Coe,1914-12-23,"[""Director"",""Person""]"
28486,Clive Donner,1926-01-21,"[""Director"",""Person""]"
28487, Richard Talmadge,1892-12-03,"[""Director"",""Person""]"
28489,Leslie H. Martinson,1915-01-16,"[""Director"",""Person""]"
28490,John Guillermin,1925-11-11,"[""Director"",""Person""]"
28493,Kihachi Okamoto,1923-02-17,"[""Director"",""Person""]"
28494,Chuck Jones,1912-09-21,"[""Director"",""Person""]"
28495, Ben Washam,1915-03-17,"[""Director"",""Person""]"
28497,Norman Tokar,1919-11-25,"[""Director"",""Person""]"
28498,Frederick De Cordova,1910-10-27,"[""Director"",""Person""]"
28499,Silvio Narizzano,1927-02-08,"[""Director"",""Person""]"
28501,George Axelrod,1922-06-09,"[""Director"",""Person""]"
28504,Philippe de Broca,1933-03-15,"[""Director"",""Person""]"
28507, Senkichi Taniguchi,1912-02-19,"[""Director"",""Person""]"
28511,Jim O'Connolly,1926-02-23,"[""Director"",""Person""]"
28512,Franco Zeffirelli,1923-02-12,"[""Director"",""Person""]"
28517,Arthur H. Nadel,1921-04-25,"[""Director"",""Person""]"
28518,Stuart Rosenberg,1927-08-11,"[""Director"",""Person""]"
28519,D.A. Pennebaker,1925-07-15,"[""Director"",""Person""]"
28521,Ted Post,1918-03-31,"[""Director"",""Person""]"
28523,Jean Yarbrough,1900-08-22,"[""Director"",""Person""]"
28524,Milos Forman,1932-02-18,"[""Director"",""Person""]"
28530, Bernard Knowles,1900-02-20,"[""Director"",""Person""]"
28531,Robert Carl Cohen,,"[""Director"",""Person""]"
28532,John Boorman,1933-01-18,"[""Director"",""Person""]"
28533,Arnold Laven,1922-02-23,"[""Director"",""Person""]"
28535,Frederick Wiseman,1930-01-01,"[""Director"",""Person""]"
28536,James Clavell,1924-10-10,"[""Director"",""Person""]"
28538,Christian Marquand,1927-03-15,"[""Director"",""Person""]"
28540,Robert Ellis Miller,1932-07-18,"[""Director"",""Person""]"
28542,Anthony Harvey,1931-06-03,"[""Director"",""Person""]"
28544,George A. Romero,1940-02-04,"[""Director"",""Person""]"
28545,Michael O'Herlihy,1928-04-01,"[""Director"",""Person""]"
28554,Tom Gries,1922-12-20,"[""Director"",""Person""]"
28555,Charles Jarrott,1927-06-16,"[""Director"",""Person""]"
28556,Marv Newland,,"[""Director"",""Person""]"
28559,Larry Peerce,1930-04-19,"[""Director"",""Person""]"
28561,Peter Collinson,1936-04-01,"[""Director"",""Person""]"
28563,Nat Hiken,1914-06-23,"[""Director"",""Person""]"
28564,Éric Rohmer,1920-03-20,"[""Director"",""Person""]"
28565,Haskell Wexler,1926-02-06,"[""Director"",""Person""]"
28566,Peter R. Hunt,1925-03-11,"[""Director"",""Person""]"
28569,Ronald Neame,1911-04-23,"[""Director"",""Person""]"
28570,Jack Couffer,1924-12-07,"[""Director"",""Person""]"
28571,Albert Maysles,1926-11-26,"[""Director"",""Person""]"
28572, David Maysles,1931-01-10,"[""Director"",""Person""]"
28573, Charlotte Zwerin,1931-08-15,"[""Director"",""Person""]"
28575,Burt Kennedy,1922-09-03,"[""Director"",""Person""]"
28576,Bob Fosse,1927-06-23,"[""Director"",""Person""]"
28579,Sam Peckinpah,1925-02-21,"[""Director"",""Person""]"
28584,Denis Sanders,1929-01-21,"[""Director"",""Person""]"
28586,Arthur Allan Seidelman,,"[""Director"",""Person""]"
28587,Roy Andersson,1943-03-31,"[""Director"",""Person""]"
28588,Hal Ashby,1929-09-02,"[""Director"",""Person""]"
28589,Michael Lindsay-Hogg,1940-05-05,"[""Director"",""Person""]"
28592, Nicolas Roeg,1928-08-15,"[""Director"",""Person""]"
28595,Jesús Franco,1930-05-12,"[""Director"",""Person""]"
28596,Bud Yorkin,1926-02-22,"[""Director"",""Person""]"
28600,Ken Russell,1927-07-03,"[""Director"",""Person""]"
28601,Michael Wadleigh,1939-09-24,"[""Director"",""Person""]"
28604, Frank Zappa,1940-12-21,"[""Director"",""Person""]"
28605,Robert Fuest,1927-09-30,"[""Director"",""Person""]"
28608,Piers Haggard,1939-03-18,"[""Director"",""Person""]"
28609,Marcel Ophüls,1927-11-01,"[""Director"",""Person""]"
28612,William Friedkin,1935-08-29,"[""Director"",""Person""]"
28615,Claude Jutra,1930-03-11,"[""Director"",""Person""]"
28620,Douglas Trumbull,1942-04-08,"[""Director"",""Person""]"
28622, Chia-Hsiang Wu,,"[""Director"",""Person""]"
28624,Richard C. Sarafian,1930-04-28,"[""Director"",""Person""]"
28627,Buzz Kulik,1922-07-23,"[""Director"",""Person""]"
28628,Milton Katselas,,"[""Director"",""Person""]"
28629,Michael Ritchie,1938-11-28,"[""Director"",""Person""]"
28630,Aleksandr Seryj,1927-10-27,"[""Director"",""Person""]"
28632, Howard Ziehm,,"[""Director"",""Person""]"
28633,Ralph Bakshi,1938-10-29,"[""Director"",""Person""]"
28635,Yves Robert,1920-06-21,"[""Director"",""Person""]"
28637,Kenji Misumi,1921-03-02,"[""Director"",""Person""]"
28638,Wes Craven,1939-08-02,"[""Director"",""Person""]"
28642,Peter Medak,1937-12-23,"[""Director"",""Person""]"
28643,Gordon Parks Jr.,1934-12-07,"[""Director"",""Person""]"
28645,Terrence Malick,1943-11-30,"[""Director"",""Person""]"
28646,John D. Hancock,1939-02-12,"[""Director"",""Person""]"
28647,Charles A. Nichols,1910-09-15,"[""Director"",""Person""]"
28648, Iwao Takamoto,1925-04-29,"[""Director"",""Person""]"
28649,James William Guercio,1945-07-28,"[""Director"",""Person""]"
28650,Robert Clouse,1928-03-06,"[""Director"",""Person""]"
28651,Marco Ferreri,1928-05-11,"[""Director"",""Person""]"
28652,Perry Henzell,1936-03-07,"[""Director"",""Person""]"
28653,Tonino Valerii,1934-05-20,"[""Director"",""Person""]"
28654,Jean Eustache,1938-11-30,"[""Director"",""Person""]"
28655,Franco Brusati,1922-08-04,"[""Director"",""Person""]"
28657,René Laloux,1929-07-13,"[""Director"",""Person""]"
28658,Jerry Schatzberg,1927-06-26,"[""Director"",""Person""]"
28660,Ere Kokkonen,1938-07-07,"[""Director"",""Person""]"
28662,Joseph Sargent,1925-07-22,"[""Director"",""Person""]"
28663,Robin Hardy,1929-10-10,"[""Director"",""Person""]"
28664,Jamie Uys,1921-05-30,"[""Director"",""Person""]"
28665,Ted Kotcheff,1931-04-07,"[""Director"",""Person""]"
28667,Bob Clark,1939-08-05,"[""Director"",""Person""]"
28669,Michael Winner,1935-10-30,"[""Director"",""Person""]"
28671,Just Jaeckin,1940-08-08,"[""Director"",""Person""]"
28672, Antonio Margheriti,1930-09-19,"[""Director"",""Person""]"
28673,Gordon Hessler,1925-12-12,"[""Director"",""Person""]"
28678,Martin Davidson,,"[""Director"",""Person""]"
28679, Stephen Verona,,"[""Director"",""Person""]"
28682,Liliana Cavani,1933-01-12,"[""Director"",""Person""]"
28684,Tobe Hooper,1943-01-25,"[""Director"",""Person""]"
28685,Jack Haley Jr.,1933-10-25,"[""Director"",""Person""]"
28688,Bertrand Blier,1939-03-14,"[""Director"",""Person""]"
28692,Jean-Charles Tacchella,1925-09-23,"[""Director"",""Person""]"
28696,Bill Rebane,1937-02-08,"[""Director"",""Person""]"
28697,Ellen Hovde,,"[""Director"",""Person""]"
28699, Muffie Meyer,,"[""Director"",""Person""]"
28701,Joan Micklin Silver,1935-05-24,"[""Director"",""Person""]"
28703,Dario Argento,1940-09-07,"[""Director"",""Person""]"
28704,Jim Sharman,1945-03-12,"[""Director"",""Person""]"
28706,Ramesh Sippy,1947-11-24,"[""Director"",""Person""]"
28707,Shigehiro Ozawa,1922-08-29,"[""Director"",""Person""]"
28708,Lina Wertmüller,1926-08-14,"[""Director"",""Person""]"
28710,John Carpenter,1948-01-16,"[""Director"",""Person""]"
28711,James Frawley,1936-09-29,"[""Director"",""Person""]"
28712,Alan Parker,1944-02-14,"[""Director"",""Person""]"
28717,James Fargo,1938-08-14,"[""Director"",""Person""]"
28718,David Lynch,1946-01-20,"[""Director"",""Person""]"
28719,Mark Haggard,,"[""Director"",""Person""]"
28721,Barbara Kopple,1946-07-30,"[""Director"",""Person""]"
28722,Sergio Garrone,,"[""Director"",""Person""]"
28723,Nicolas Gessner,1931-08-17,"[""Director"",""Person""]"
28725,Richard Donner,1930-04-24,"[""Director"",""Person""]"
28727,Frank Pierson,1925-05-12,"[""Director"",""Person""]"
28728,Jerry Jameson,,"[""Director"",""Person""]"
28729,Michael Pressman,1950-07-01,"[""Director"",""Person""]"
28731,Ridley Scott,1937-11-30,"[""Director"",""Person""]"
28732,Gary Nelson,1934-01-01,"[""Director"",""Person""]"
28735,Nobuhiko Ôbayashi,1938-01-09,"[""Director"",""Person""]"
28741,Paolo Taviani,1931-11-08,"[""Director"",""Person""]"
28742, Vittorio Taviani,1929-09-20,"[""Director"",""Person""]"
28743,Enzo G. Castellari,1938-07-29,"[""Director"",""Person""]"
28746,John Badham,1939-08-25,"[""Director"",""Person""]"
28750,Alan Rudolph,1943-12-18,"[""Director"",""Person""]"
28752,Joel M. Reed,1933-12-20,"[""Director"",""Person""]"
28755,Édouard Molinaro,1928-05-13,"[""Director"",""Person""]"
28759,Irvin Kershner,1923-04-29,"[""Director"",""Person""]"
28760,John Alan Schwartz,,"[""Director"",""Person""]"
28761,James Toback,1944-11-23,"[""Director"",""Person""]"
28769, Arthur Rankin Jr.,1924-07-19,"[""Director"",""Person""]"
