actorId,movieId
18574,77
18573,77
18572,77
12056,78
14934,78
17488,78
16795,78
16031,79
14571,79
18596,79
18948,79
18269,80
18266,80
18267,80
18268,80
15992,81
18308,81
15085,81
18652,81
18245,82
18243,82
18244,82
18242,82
17221,83
17428,83
18578,83
18579,83
18497,84
18498,84
18137,84
18499,84
18236,85
17219,85
18235,85
12309,85
12894,86
19180,86
13738,86
17656,86
16756,87
12426,87
15119,87
18108,87
17789,88
18100,88
13861,88
18661,88
13739,89
18571,89
17082,89
16631,89
16172,92
18992,92
15334,92
14950,92
14447,93
18689,93
16863,93
16984,93
15431,94
13945,94
15386,94
18739,94
13675,95
15534,95
17159,95
17852,95
14254,96
13840,96
18448,96
18447,96
17594,97
18426,97
18425,97
17592,97
18122,98
18121,98
18120,98
18119,98
20671,99
18433,99
16283,99
18434,99
13024,100
15087,100
16524,100
15267,100
18767,101
18766,101
18768,101
18769,101
10841,102
15666,102
15955,102
19005,102
16087,103
15177,103
14493,103
16907,103
17788,104
16907,104
18889,104
18888,104
12134,105
13912,105
18294,105
18295,105
13430,107
19009,107
19010,107
19011,107
18318,108
18320,108
18319,108
18321,108
18290,110
18292,110
18291,110
18293,110
13571,111
13573,111
13409,111
13572,111
18441,112
18175,112
18440,112
13830,112
13912,113
18746,113
17057,113
15983,113
15502,114
18530,114
18529,114
13881,114
16406,116
14660,116
18240,116
18716,117
18717,117
16118,117
15567,117
18850,118
15168,118
18922,118
18125,118
15992,119
16806,119
12380,119
14703,119
17404,121
17403,121
17402,121
17401,121
14447,122
17111,122
17110,122
14796,122
28527,123
15193,123
17833,123
17832,123
18685,124
18687,124
18686,124
11051,124
12513,125
18851,125
15910,125
18850,125
18048,126
18047,126
18049,126
17470,126
16355,129
15044,129
18596,129
15641,129
18234,130
18233,130
18232,130
18231,130
15460,131
18396,131
18397,131
18395,131
15049,132
16999,132
15177,132
12382,132
15386,135
18815,135
13857,135
18471,135
18522,137
18524,137
18523,137
18525,137
12417,140
14526,140
13475,140
15833,140
17545,141
14912,141
14163,141
12428,141
18296,144
18297,144
18298,144
18299,144
18264,145
18263,145
16680,145
17562,145
18227,146
15384,146
18226,146
18225,146
17721,147
18271,147
15954,147
18272,147
17017,148
18252,148
18251,148
15879,148
14274,149
17067,149
17791,149
17792,149
15340,150
14487,150
14838,150
17254,150
15983,151
13526,151
13796,151
16779,151
16173,152
13739,152
16774,152
18219,152
16350,153
15244,153
13745,153
15062,153
12130,154
12421,154
11437,154
12422,154
15985,155
15910,155
14849,155
18276,155
15084,156
18283,156
16531,156
18282,156
14531,157
13820,157
17744,157
17822,157
17655,158
14171,158
18315,158
18314,158
12611,159
17852,159
15777,159
18333,159
13430,160
18123,160
18343,160
14787,160
16395,161
12428,161
16684,161
15544,161
17858,162
17857,162
17860,162
17859,162
15516,163
13837,163
15795,163
18305,163
16395,164
14720,164
17257,164
18362,164
15706,165
17343,165
14311,165
16635,165
18365,166
18366,166
18367,166
17724,166
17358,167
18384,167
16691,167
18383,167
11633,168
17362,168
13733,168
14257,168
17406,169
18398,169
16858,169
17470,169
17539,170
18422,170
18114,170
18423,170
18133,171
32376,171
17296,171
18468,171
17691,172
15578,172
16983,172
18469,172
14241,173
13300,173
18471,173
14165,173
17157,174
17821,174
17734,174
17340,174
18482,175
18485,175
18483,175
18484,175
17787,176
15235,176
16866,176
18506,176
18509,177
18508,177
18507,177
16982,177
17158,178
17552,178
17553,178
17554,178
16713,179
18514,179
14904,179
18114,179
16404,180
18520,180
18261,180
18521,180
18540,181
18541,181
18542,181
18543,181
18039,183
18040,183
13343,183
18038,183
17791,184
18043,184
18044,184
12114,184
16964,185
11649,185
18565,185
18566,185
15879,186
15666,186
18171,186
17170,186
18584,187
18583,187
18585,187
18582,187
13739,188
15224,188
14899,188
16705,188
16704,189
14203,189
16653,189
12600,189
17170,190
18618,190
18617,190
17131,190
14571,191
12807,191
15601,191
18619,191
18628,193
15395,193
18627,193
18626,193
16240,194
18635,194
18634,194
12611,194
16172,195
12807,195
13871,195
11915,195
15930,196
17060,196
15558,196
14524,196
17154,198
16863,198
16477,198
17257,198
12130,199
12133,199
12132,199
12131,199
13603,200
14641,200
13946,200
17149,200
14762,201
18653,201
14776,201
18101,201
17595,202
17721,202
18662,202
17251,202
16725,203
13475,203
14762,203
17409,203
16254,204
14333,204
18674,204
16010,204
16579,205
16566,205
15777,205
14886,205
32687,206
16531,206
14261,206
18684,206
15578,207
13456,207
10545,207
18694,207
15076,208
18699,208
18698,208
18697,208
11205,209
13675,209
16368,209
15114,209
15107,211
11769,211
14951,211
14769,211
18178,213
18179,213
18180,213
18177,213
17597,214
18081,214
18080,214
18079,214
18273,215
17980,215
15141,215
18274,215
28767,216
17788,216
11366,216
17589,216
17432,217
16314,217
18261,217
18262,217
15113,218
14904,218
16704,218
18097,218
18101,219
16774,219
18221,219
18346,219
15277,220
18316,220
15279,220
18317,220
16713,222
18328,222
18326,222
18327,222
21639,223
17835,223
17836,223
17837,223
16631,224
10987,224
12426,224
18364,224
13723,225
12784,225
14571,225
17656,225
16725,227
13567,227
17882,227
17881,227
16198,228
17516,228
15987,228
18361,228
14524,229
13856,229
17711,229
17867,229
16723,230
17876,230
12273,230
14510,230
15244,231
15937,231
15266,231
15386,231
17513,232
18196,232
18197,232
17783,232
17891,233
17892,233
17893,233
17894,233
16960,234
13852,234
17311,234
17356,234
15168,235
14449,235
16631,235
15910,235
10549,236
16105,236
14162,236
14629,236
15587,237
15833,237
14202,237
18392,237
17539,238
15467,238
18381,238
14882,238
18410,239
18412,239
18411,239
17995,239
13786,240
17432,240
15044,240
18436,240
17343,241
15987,241
14769,241
15224,241
17895,242
17896,242
13687,242
17897,242
18413,243
18416,243
18414,243
18415,243
18418,244
18421,244
18420,244
18419,244
17913,245
17912,245
17911,245
14913,245
32343,246
15079,246
17938,246
17937,246
17923,247
17922,247
17925,247
17924,247
17944,248
17943,248
17945,248
14867,248
15394,249
13687,249
15601,249
16250,249
17926,250
17927,250
17929,250
17928,250
15850,251
14924,251
18444,251
15851,251
15482,252
10549,252
11479,252
12018,252
14670,253
17142,253
15534,253
17954,253
15107,254
18463,254
16926,254
13936,254
16505,255
12380,255
17971,255
17970,255
12770,256
14801,256
17182,256
12812,256
11633,257
16239,257
18475,257
14935,257
17645,258
18481,258
16440,258
18480,258
14810,259
15049,259
16481,259
17343,259
11471,260
13693,260
13694,260
13695,260
15460,261
16403,261
17159,261
18004,261
18502,262
12228,262
18503,262
18504,262
17982,263
17981,263
17984,263
17983,263
15513,264
15359,264
17888,264
16469,264
17140,265
17139,265
17138,265
17137,265
17142,266
15005,266
17362,266
12572,266
28763,267
16372,267
18023,267
15772,267
16779,268
12305,268
17057,268
17149,268
32513,269
17578,269
17580,269
17579,269
10142,270
16107,270
12113,270
18009,270
13526,271
17166,271
15877,271
17111,271
14589,272
15880,272
16140,272
13062,272
13805,273
15502,273
13100,273
16406,273
13273,274
14982,274
14250,274
17994,274
16616,275
12789,275
13088,275
13908,275
12620,276
14853,276
14351,276
18028,276
12011,277
16314,277
17516,277
15373,277
12600,278
18010,278
15168,278
15516,278
19801,279
14444,279
18559,279
18561,279
15534,280
15601,280
14487,280
17358,280
11553,281
11982,281
15706,281
14853,281
13480,282
13906,282
15983,282
15461,282
18567,283
18570,283
18568,283
18569,283
17385,285
17384,285
17386,285
17383,285
16580,287
16813,287
13892,287
18052,287
16894,288
17257,288
16477,288
14057,288
17242,289
17099,289
15859,289
15795,289
18059,290
18058,290
18060,290
18057,290
16775,291
17131,291
18366,291
18603,291
12463,292
16996,292
16063,292
16527,292
16105,293
15601,293
18016,293
15267,293
17242,294
14934,294
15930,294
16999,294
18119,295
16648,295
17382,295
17409,295
16779,296
13675,296
18087,296
17343,296
18083,299
18084,299
15522,299
18082,299
15777,300
12357,300
17154,300
18089,300
27987,301
18594,301
17638,301
16627,301
15362,302
13398,302
16634,302
15491,302
15202,303
17009,303
12428,303
17721,303
12223,304
15786,304
17170,304
13035,304
11568,305
12632,305
14971,305
11723,305
16901,306
18170,306
18169,306
11411,306
16276,307
17729,307
17728,307
17730,307
15024,308
18173,308
17980,308
18172,308
32365,309
32366,309
16580,312
15781,312
11947,312
18641,312
10994,313
18143,313
18144,313
18145,313
18110,314
18111,314
18112,314
18109,314
13300,315
13940,315
15202,315
11237,315
12743,316
18136,316
15860,316
18137,316
18107,317
17487,317
14511,317
18108,317
15482,318
16850,318
18118,318
16063,318
18115,319
18116,319
18117,319
16598,319
17216,320
17704,320
16628,320
11665,320
17472,321
17475,321
17473,321
17474,321
16527,322
16865,322
18644,322
18643,322
14021,324
17009,324
18140,324
18141,324
16412,325
13838,325
18563,325
14179,325
28444,326
32506,326
28248,326
17947,326
17001,327
16327,327
18651,327
16983,327
18645,328
17967,328
16850,328
16351,328
18133,329
18135,329
18134,329
14125,329
18649,330
18648,330
18647,330
18646,330
15323,331
15118,331
18167,331
18166,331
13834,332
14702,332
15022,332
15355,332
17789,333
13851,333
18661,333
14515,333
18074,334
17571,334
18183,334
18181,334
18679,335
18680,335
18681,335
14640,335
16984,336
14862,336
18696,336
17577,336
13992,337
17721,337
16477,337
16631,337
16395,338
18690,338
16368,338
17009,338
16964,339
14640,339
15955,339
12986,339
15076,340
17160,340
16463,340
18188,340
17877,341
17878,341
17879,341
17880,341
18037,342
18036,342
18035,342
18034,342
18259,343
18256,343
18258,343
18257,343
15244,344
17777,344
14467,344
16066,344
17779,345
12455,345
17778,345
17007,345
15787,346
17321,346
17367,346
17366,346
14493,347
16096,347
15879,347
17219,347
14912,348
15087,348
16439,348
16999,348
13694,349
15323,349
15773,349
15795,349
13258,350
13745,350
16616,350
16704,350
16087,351
15113,351
17793,351
15377,351
15443,352
17853,352
16492,352
17852,352
17856,353
14787,353
17855,353
17854,353
13745,354
17840,354
16320,354
16310,354
15641,355
15373,355
17356,355
14792,355
16795,356
14838,356
13683,356
17903,356
15879,357
17906,357
17907,357
17905,357
14989,358
17626,358
18438,358
15428,358
13936,360
16172,360
17910,360
17287,360
14810,361
16524,361
17341,361
17957,361
14305,362
17974,362
17445,362
15503,362
17561,363
17560,363
10015,363
17559,363
14740,364
17994,364
14268,364
17995,364
15578,365
15852,365
17547,365
17548,365
18189,366
18190,366
14978,366
18191,366
15244,367
13904,367
17640,367
18024,367
13480,368
13919,368
11818,368
16635,368
14510,369
16701,369
14640,369
14740,369
11413,370
16174,370
12436,370
16981,370
14561,371
12807,371
17242,371
14660,371
15141,372
16403,372
18091,372
18092,372
14810,373
12518,373
16415,373
16314,373
16568,374
18100,374
14413,374
15707,374
13258,375
13735,375
17568,375
16721,375
13912,376
15877,376
18102,376
18101,376
15578,377
14862,377
16964,377
12518,377
14561,378
13975,378
15449,378
13834,378
16373,379
13621,379
15209,379
15708,379
12770,380
15340,380
18171,380
13762,380
15992,381
17793,381
10549,381
13035,381
12056,382
14526,382
15860,382
13881,382
15723,383
13871,383
12428,383
15076,383
16239,384
14830,384
12812,384
16995,384
16127,387
17082,387
17967,387
18014,387
18284,388
18286,388
18285,388
18287,388
17841,389
13333,389
17843,389
17842,389
12215,390
12216,390
12213,390
12214,390
16984,391
17967,391
17969,391
17968,391
17658,392
17659,392
17660,392
14569,393
18138,393
17323,393
15708,393
14467,401
14765,401
18548,401
14444,401
14924,405
14044,405
17934,405
15845,405
14241,407
12366,407
14102,407
14305,407
19016,408
17287,408
13754,408
17771,408
17428,409
17775,409
17622,409
17773,409
14934,410
15666,410
14569,410
15085,410
16403,412
15526,412
14526,412
17349,412
17156,413
17788,413
17789,413
17787,413
14487,414
17784,414
17785,414
17786,414
13093,415
17356,415
15009,415
17357,415
15956,416
15383,416
16579,416
14904,416
16717,417
17805,417
17806,417
16716,417
17377,418
17378,418
17379,418
14163,418
15766,419
17382,419
17381,419
13626,419
14447,420
17807,420
17000,420
17808,420
15891,421
17595,421
17262,421
17810,421
15005,422
15956,422
16245,422
14006,422
17372,423
12894,423
10592,423
13745,423
16906,424
15875,424
13936,424
16314,424
13526,425
13745,425
13754,425
14418,425
17288,426
14650,426
17392,426
17391,426
16271,427
14951,427
16215,427
15340,427
13100,428
17406,428
17405,428
16999,428
17408,429
17819,429
17820,429
17821,429
13024,431
17409,431
16034,431
14421,431
15713,432
15587,432
13872,432
10994,432
17339,433
16035,433
14268,433
17822,433
13300,434
17424,434
14238,434
16526,434
13852,435
17426,435
17427,435
17425,435
15706,436
16833,436
12585,436
15775,436
13273,437
10994,437
14912,437
16442,437
16894,438
17516,438
14787,438
16053,438
12611,439
15442,439
15130,439
17434,439
14629,440
12812,440
13856,440
17435,440
17024,441
17437,441
17439,441
17436,441
13300,442
16725,442
16964,442
14589,442
12327,443
17885,443
17884,443
16133,444
11685,444
14941,444
15954,444
14165,445
16271,445
14467,445
13881,445
17699,446
28264,446
28248,446
15651,446
16604,447
17142,447
15955,447
14409,447
13805,448
12894,448
15394,448
17341,448
17038,449
15316,449
17456,449
17455,449
15719,450
14172,450
17149,450
17156,450
16811,451
17464,451
17463,451
17465,451
17147,452
12600,452
15461,452
13607,452
14488,453
17288,453
17468,453
15084,453
12428,454
17095,454
13149,454
14670,454
17001,455
17471,455
16858,455
17470,455
17343,456
17909,456
17908,456
16240,456
13694,457
17170,457
13745,457
17476,457
12807,458
15867,458
17481,458
12428,458
16031,459
14971,459
13940,459
17060,459
16568,460
17910,460
15870,460
13942,460
17917,461
17916,461
17915,461
17914,461
14773,463
15384,463
13357,463
11607,463
17491,464
17492,464
17493,464
14385,464
13745,465
16809,465
14949,465
15851,465
15008,466
12382,466
10592,466
16035,466
16960,467
14996,467
18392,467
15927,467
15879,468
17680,468
18212,468
18124,468
13912,469
14966,469
17509,469
17510,469
16679,470
16677,470
17942,470
17941,470
15482,471
14510,471
13185,471
11553,471
13936,472
17949,472
13956,472
16608,472
17157,473
17950,473
14796,473
17001,473
17516,474
16996,474
14950,474
12134,474
15526,475
17517,475
17182,475
17519,475
17573,476
14862,476
17953,476
16550,476
16863,477
16239,477
17748,477
17747,477
15009,479
15787,479
17532,479
17166,479
13786,480
15396,480
12011,480
14305,480
17142,481
17534,481
17533,481
17535,481
15224,482
17980,482
17979,482
17978,482
17539,483
14278,483
13687,483
13999,483
17807,484
17989,484
15042,484
17652,484
14834,485
13275,485
12770,485
15257,485
17545,486
17544,486
17546,486
15084,486
13744,487
15712,487
15354,487
17166,487
15850,488
14311,488
16918,488
17556,488
15113,489
17563,489
17562,489
13942,489
16350,490
16658,490
15955,490
16031,490
13919,491
17569,491
17568,491
15542,491
17571,492
13054,492
17570,492
12708,492
17572,493
17574,493
17573,493
17575,493
16010,494
12743,494
17409,494
17111,494
13464,495
13465,495
13466,495
13467,495
18193,496
18192,496
13840,497
17584,497
17585,497
17586,497
13733,498
11440,498
16277,498
17582,498
14030,499
13945,499
16774,499
16704,499
14163,500
13683,500
15546,500
15059,500
17595,501
17598,501
17597,501
17596,501
14941,502
18050,502
15772,502
12048,502
16043,504
14385,504
17711,504
16087,504
17160,505
18053,505
16756,505
18054,505
17611,506
17612,506
17613,506
15853,506
12134,507
15076,507
15396,507
17618,507
15565,508
16395,508
17619,508
14838,508
14305,509
15717,509
15622,509
12611,509
17623,510
17622,510
17624,510
17621,510
12449,511
15315,511
17111,511
17626,511
12784,512
15557,512
16893,512
17169,512
12998,513
15383,513
10278,513
18090,513
14987,514
17532,514
18094,514
16527,514
17182,515
12572,515
17635,515
13834,515
14801,516
13714,516
14878,516
14006,516
11633,517
17638,517
12611,517
16725,517
15087,518
12572,518
14740,518
16524,518
16809,519
16776,519
17642,519
17643,519
15503,520
17639,520
17308,520
17640,520
17644,521
16477,521
13154,521
15601,521
17009,522
17285,522
17284,522
17286,522
17647,523
17648,523
16400,523
17649,523
15172,524
12998,524
17650,524
17651,524
17252,526
17251,526
17253,526
17250,526
14524,527
15983,527
17154,527
17656,527
13956,528
14912,528
17156,528
15430,528
14524,529
15511,529
15833,529
17657,529
12688,531
17663,531
17664,531
17662,531
14240,532
14123,532
18113,532
18114,532
15850,533
16031,533
16034,533
12986,533
15083,534
17667,534
17666,534
11090,534
16579,535
17669,535
11332,535
14882,535
15460,536
17177,536
18123,536
13908,536
15879,537
14305,537
18125,537
18124,537
12784,538
13475,538
16525,538
17562,538
17677,539
15335,539
17676,539
14838,539
13782,540
15202,540
17679,540
16648,540
13686,541
13694,541
14444,541
14467,541
17157,542
17690,542
17689,542
17152,542
17599,543
15987,543
16616,543
17338,543
15168,544
15706,544
17357,544
17257,544
17409,546
12518,546
17159,546
14132,546
13686,547
16983,547
17082,547
13567,547
15008,548
16907,548
13990,548
17797,548
32413,549
17717,549
17719,549
17718,549
16415,550
18159,550
16030,550
16355,550
15161,551
17600,551
16505,551
17177,551
15008,552
17712,552
16053,552
16713,552
15062,553
12743,553
15340,553
15223,553
15460,554
16293,554
14030,554
14165,554
15534,555
15062,555
12518,555
15910,555
17739,556
17740,556
17741,556
17742,556
16568,558
18066,558
18064,558
18065,558
16134,559
17615,559
17616,559
17617,559
16616,561
12986,561
16684,561
15467,561
18700,562
17544,562
18702,562
18701,562
13335,563
17480,563
17478,563
17479,563
17827,564
13782,564
15086,564
17382,564
17144,565
14334,565
11965,565
17145,565
16827,567
14493,567
17538,567
17536,567
17387,568
17389,568
17388,568
17390,568
17245,569
15014,569
14842,569
17997,569
32625,571
14705,571
32626,571
16698,571
13459,573
17523,573
17524,573
17522,573
18129,574
18127,574
18128,574
18126,574
18003,575
18002,575
18000,575
18001,575
17795,577
17794,577
17793,577
16933,577
16698,580
14767,580
18086,580
14629,580
13653,581
11534,581
18323,581
18324,581
17591,582
17594,582
17593,582
17592,582
14192,585
18289,585
18288,585
16445,585
13903,586
16568,586
13872,586
14172,586
14762,587
15113,587
16653,587
14571,587
14163,588
17079,588
17080,588
17081,588
12770,589
17058,589
17057,589
14871,589
16635,590
16636,590
15076,590
15875,590
14561,592
12056,592
14971,592
16310,592
13480,593
17039,593
17038,593
17037,593
32577,594
10308,594
10307,594
10306,594
13779,595
16848,595
16849,595
10703,595
10439,596
10440,596
10326,596
10441,596
13733,597
16172,597
10276,597
16756,597
10433,599
10750,599
12439,599
10794,599
15277,600
18012,600
18011,600
18010,600
14769,603
18091,603
13141,603
15376,603
14526,605
16218,605
19020,605
19019,605
18308,606
16733,606
15790,606
18307,606
16942,608
18835,608
18834,608
17787,608
15084,609
13683,609
18905,609
18904,609
14344,610
14342,610
14343,610
13703,610
17351,611
18901,611
18902,611
18903,611
18438,612
18036,612
19023,612
18463,612
18932,613
15622,613
18934,613
18933,613
18008,614
18007,614
18006,614
18005,614
11956,615
13159,615
13160,615
13161,615
12721,616
12720,616
10720,616
12489,616
18390,617
18389,617
18391,617
18388,617
18822,619
18821,619
18820,619
18819,619
12784,620
15883,620
17031,620
15212,620
12130,621
17558,621
17557,621
15491,621
16680,626
19134,626
19135,626
19136,626
15431,627
18500,627
18501,627
17426,627
13733,628
18123,628
15984,628
15443,628
12518,630
13490,630
11101,630
16632,630
16658,631
14957,631
12439,631
15008,631
17366,632
18657,632
18655,632
18656,632
15152,633
18358,633
18357,633
18356,633
12807,635
14268,635
16995,635
18832,635
13852,637
13908,637
15870,637
17944,637
18338,638
17159,638
15367,638
16000,638
18871,639
18870,639
18872,639
15594,639
15202,640
13398,640
16999,640
16723,640
16395,647
10549,647
15847,647
13101,647
17401,648
15513,648
14670,648
12672,648
16795,650
13475,650
16912,650
16063,650
19121,651
19120,651
19119,651
19118,651
18772,653
13871,653
17595,653
18469,653
15113,656
12812,656
16151,656
17357,656
11762,659
11763,659
11764,659
11765,659
13093,661
17906,661
18931,661
18930,661
15322,662
18804,662
16970,662
18836,662
17959,663
18961,663
18960,663
18959,663
14476,664
12782,664
18831,664
16999,664
31474,665
18676,665
18677,665
18678,665
14941,667
15709,667
18281,667
15389,667
32650,668
11348,668
11347,668
11345,668
11620,670
11621,670
11618,670
11619,670
19012,671
19013,671
19014,671
19015,671
18870,673
19100,673
16884,673
19098,673
12535,674
12196,674
12537,674
12536,674
16994,678
17685,678
14786,678
16314,678
18611,679
18612,679
18613,679
11769,679
32692,680
11956,680
10569,680
12186,680
11803,681
14276,681
14274,681
14275,681
14882,685
12484,685
18460,685
18459,685
16598,687
14305,687
15107,687
17848,687
16087,688
15112,688
17532,688
17429,688
18185,690
18186,690
18187,690
18184,690
11273,691
19006,691
17156,691
18113,691
32495,692
15845,692
16850,692
19096,692
18652,694
19114,694
13782,694
19113,694
17432,695
16043,695
14813,695
18308,695
17599,696
18301,696
18302,696
18303,696
15578,697
18500,697
17852,697
15781,697
17872,698
17873,698
17874,698
17875,698
18239,700
18238,700
16723,700
18237,700
11915,702
12555,702
12557,702
12556,702
16198,703
16403,703
15345,703
16328,703
13143,704
15708,704
14006,704
18778,704
16005,705
18036,705
18795,705
18794,705
17060,707
16999,707
14853,707
13936,707
16133,708
19156,708
19155,708
18091,708
15310,709
13837,709
14655,709
16190,709
13852,710
16372,710
13872,710
18783,710
17160,711
15354,711
18849,711
18848,711
14385,714
18353,714
15086,714
16631,714
16276,715
15359,715
18446,715
18445,715
17736,718
16105,718
17737,718
17738,718
14561,719
16579,719
19007,719
19008,719
18588,721
18587,721
18428,722
11144,722
18429,722
18430,722
15289,724
18797,724
18798,724
18796,724
17343,725
16974,725
13786,725
16456,725
15202,726
14640,726
13141,726
18089,726
18338,728
16042,728
18339,728
17584,728
15383,731
14407,731
16031,731
16368,731
14810,733
11633,733
14351,733
19060,733
15119,735
17870,735
17871,735
17869,735
16481,736
15858,736
15503,736
15340,736
18058,737
21943,737
18735,737
18733,737
20173,741
18486,741
18487,741
18489,741
16809,742
19137,742
19139,742
19138,742
11413,743
13185,743
16721,743
19102,743
32623,745
32631,745
18334,745
17167,745
10856,746
10857,746
10858,746
10398,746
18171,747
19108,747
19109,747
19107,747
15008,748
18730,748
18729,748
14994,748
10955,750
11319,750
11829,750
10677,750
13113,753
16133,753
10948,753
12305,753
18405,754
15233,754
16977,754
18406,754
10841,755
10144,755
10984,755
10209,755
10262,756
17826,756
17824,756
17825,756
28720,757
15193,757
15192,757
15651,757
18025,759
17697,760
17696,760
17698,760
17695,760
16351,761
19038,761
13900,761
15428,761
14571,762
14165,762
16700,762
12625,762
18431,764
10799,764
18432,764
14816,764
13915,765
14163,765
18554,765
15233,765
16173,766
16423,766
18920,766
16793,766
11828,767
17057,767
13098,767
11479,767
10015,769
18990,769
12196,775
11762,775
11409,775
12455,775
18422,778
18116,778
19149,778
19147,778
19190,779
19189,779
18100,779
18977,779
17562,780
15955,780
15875,780
13786,780
18926,781
19105,781
19103,781
19104,781
13100,782
16725,782
17409,782
14830,782
13805,783
16756,783
14571,783
18911,783
15244,784
18048,784
18777,784
14740,784
16894,785
13926,785
18962,785
13141,785
12770,786
18824,786
11991,786
12449,786
14447,788
17967,788
17050,788
11991,788
15393,793
17450,793
17449,793
17448,793
16768,798
13300,798
18804,798
14850,798
16431,799
13614,799
15084,799
18004,799
15874,800
16869,800
15660,800
18976,800
18894,801
18893,801
17356,801
18895,801
12807,802
15558,802
17297,802
13675,802
18231,803
18596,803
18506,803
19171,803
15984,804
19084,804
19085,804
18297,804
18097,805
16964,805
16527,805
17343,805
12463,806
17908,806
14239,806
18576,808
11081,808
18722,808
18721,808
16239,809
16030,809
16809,809
15914,809
18955,810
17406,810
17327,810
18956,810
18062,813
17570,813
13926,813
18972,813
13740,816
15892,816
19161,816
15684,816
14192,818
18288,818
18289,818
16445,818
11216,820
11171,820
11436,820
11437,820
17976,824
13869,824
17975,824
16539,824
14449,828
12735,828
12378,828
17994,828
15616,829
17091,829
18939,829
18940,829
13968,830
12640,830
12688,830
13054,830
18584,831
18637,831
18638,831
18639,831
13919,832
16996,832
19052,832
17254,832
13609,833
18333,833
15713,833
17340,833
19042,834
19041,834
19040,834
19039,834
18858,835
18859,835
18857,835
18423,835
15578,836
16063,836
18788,836
14419,836
17744,837
17358,837
18993,837
14801,837
18463,838
15107,838
17810,838
18293,838
16634,839
18801,839
18800,839
17554,839
18910,840
18909,840
17822,840
13762,840
10688,841
11699,841
11700,841
10948,841
18645,842
18566,842
17382,842
19127,842
17699,844
17701,844
17700,844
17702,844
32607,845
32608,845
28369,845
18164,845
17067,846
16809,846
18387,846
18386,846
18679,848
16721,848
15914,848
13035,848
12743,849
17787,849
12114,849
11639,849
28527,850
18349,850
18351,850
18350,850
17856,851
18737,851
18644,851
18521,851
13837,852
13357,852
16996,852
15076,852
11186,854
11583,854
11585,854
11584,854
13025,858
12449,858
13024,858
10987,858
15835,861
13830,861
17198,861
15192,861
14028,864
14373,864
18193,864
15846,864
32595,865
18632,865
18631,865
18629,865
16439,866
18627,866
14703,866
14681,866
18171,867
17241,867
11237,867
17744,867
15118,869
14510,869
11205,869
13512,869
14172,870
15112,870
19134,870
15074,870
31485,872
31482,872
17782,872
17783,872
14688,875
15094,875
18056,875
