personId,name,dob,labels
12204,Jacques Perrin,1941-07-13,"[""Actor"",""Director"",""Person""]"
12274,Sam Wanamaker,1919-06-14,"[""Actor"",""Director"",""Person""]"
12282,Gene Saks,1921-11-08,"[""Actor"",""Director"",""Person""]"
12329,Bruce Brown,1937-12-01,"[""Actor"",""Director"",""Person""]"
12362,Harold P. Warren,,"[""Actor"",""Director"",""Person""]"
12379,Carl Reiner,1922-03-20,"[""Actor"",""Director"",""Person""]"
12417,Robert Redford,1936-08-18,"[""Actor"",""Director"",""Person""]"
12440,Jim Brown,1936-02-17,"[""Actor"",""Director"",""Person""]"
12463,Dustin Hoffman,1937-08-08,"[""Actor"",""Director"",""Person""]"
12486,Vilgot Sjöman,1924-12-02,"[""Actor"",""Director"",""Person""]"
12518,Dennis Hopper,1936-05-17,"[""Actor"",""Director"",""Person""]"
12548,Lionel Jeffries,1926-06-10,"[""Actor"",""Director"",""Person""]"
12558,Barbra Streisand,1942-04-24,"[""Actor"",""Director"",""Person""]"
12591,Gene Wilder,1933-06-11,"[""Actor"",""Director"",""Person""]"
12625,Burt Reynolds,1936-02-11,"[""Actor"",""Director"",""Person""]"
12647,François Truffaut,1932-02-06,"[""Actor"",""Director"",""Person""]"
12649,Richard Benjamin,1938-05-22,"[""Actor"",""Director"",""Person""]"
12669,Peter Bonerz,1938-08-06,"[""Actor"",""Director"",""Person""]"
12708,Woody Allen,1935-12-01,"[""Actor"",""Director"",""Person""]"
12807,Robert Duvall,1931-01-05,"[""Actor"",""Director"",""Person""]"
12828,John Cleese,1939-10-27,"[""Actor"",""Director"",""Person""]"
12829,Terry Gilliam,1940-11-22,"[""Actor"",""Director"",""Person""]"
12837,Tom Laughlin,1931-08-10,"[""Actor"",""Director"",""Person""]"
12856,Federico Fellini,1920-01-20,"[""Actor"",""Director"",""Person""]"
12914,David Evans,,"[""Actor"",""Director"",""Person""]"
12944,Bruce Lee,1940-11-27,"[""Actor"",""Director"",""Person""]"
12950,Alejandro Jodorowsky,1929-02-07,"[""Actor"",""Director"",""Person""]"
12953,Alfonso Arau,1932-01-11,"[""Actor"",""Director"",""Person""]"
12967,Klaus Kinski,1926-10-18,"[""Actor"",""Director"",""Person""]"
12982,Paul Michael Glaser,1943-03-25,"[""Actor"",""Director"",""Person""]"
13024,Al Pacino,1940-04-25,"[""Actor"",""Director"",""Person""]"
13042,Richard Pryor,1940-12-01,"[""Actor"",""Director"",""Person""]"
13054,Diane Keaton,1946-01-05,"[""Actor"",""Director"",""Person""]"
13081,Kevin Hooks,1958-09-19,"[""Actor"",""Director"",""Person""]"
13094,Ron Howard,1954-03-01,"[""Actor"",""Director"",""Person""]"
13096,Charles Martin Smith,1953-10-30,"[""Actor"",""Director"",""Person""]"
13100,Robert De Niro,1943-08-17,"[""Actor"",""Director"",""Person""]"
13148,Mark Rydell,1934-03-23,"[""Actor"",""Director"",""Person""]"
13237,John Huston,1906-08-05,"[""Actor"",""Director"",""Person""]"
13266,H.B. Halicki,1940-10-18,"[""Actor"",""Director"",""Person""]"
13271,Ken Shapiro,,"[""Actor"",""Director"",""Person""]"
13300,Sylvester Stallone,1946-07-06,"[""Actor"",""Director"",""Person""]"
13314,Paul Williams,1940-09-19,"[""Actor"",""Director"",""Person""]"
13333,Gérard Depardieu,1948-12-27,"[""Actor"",""Director"",""Person""]"
13371,William Shatner,1931-03-22,"[""Actor"",""Director"",""Person""]"
13381,Rainer Werner Fassbinder,1945-05-31,"[""Actor"",""Director"",""Person""]"
13382,Adrian Hoven,1922-05-18,"[""Actor"",""Director"",""Person""]"
13399,Bruce Robinson,1946-05-02,"[""Actor"",""Director"",""Person""]"
13448,Peter Masterson,1934-06-01,"[""Actor"",""Director"",""Person""]"
13480,Jodie Foster,1962-11-19,"[""Actor"",""Director"",""Person""]"
13509,Bruce Kimmel,,"[""Actor"",""Director"",""Person""]"
13535,Roman Polanski,1933-08-18,"[""Actor"",""Director"",""Person""]"
13541,Buck Henry,1930-12-09,"[""Actor"",""Director"",""Person""]"
13625,Mel Brooks,1926-06-28,"[""Actor"",""Director"",""Person""]"
13649,David Zucker,1947-10-16,"[""Actor"",""Director"",""Person""]"
13745,Tommy Lee Jones,1946-09-15,"[""Actor"",""Director"",""Person""]"
13820,Alan Alda,1936-01-28,"[""Actor"",""Director"",""Person""]"
13830,Jackie Chan,1954-04-07,"[""Actor"",""Director"",""Person""]"
13834,Christopher Reeve,1952-09-25,"[""Actor"",""Director"",""Person""]"
13837,Cheech Marin,1946-07-13,"[""Actor"",""Director"",""Person""]"
13838,Tommy Chong,1938-05-24,"[""Actor"",""Director"",""Person""]"
13852,Dan Aykroyd,1952-07-01,"[""Actor"",""Director"",""Person""]"
13872,Daniel Stern,1957-08-28,"[""Actor"",""Director"",""Person""]"
13882,Abel Ferrara,1951-07-19,"[""Actor"",""Director"",""Person""]"
13919,Mel Gibson,1956-01-03,"[""Actor"",""Director"",""Person""]"
13926,Bill Murray,1950-09-21,"[""Actor"",""Director"",""Person""]"
13930,Jim Henson,1936-09-24,"[""Actor"",""Director"",""Person""]"
13931,Frank Oz,1944-05-25,"[""Actor"",""Director"",""Person""]"
13956,Albert Brooks,1947-07-22,"[""Actor"",""Director"",""Person""]"
13985,Leonard Nimoy,1931-03-26,"[""Actor"",""Director"",""Person""]"
14022,John Waters,1946-04-22,"[""Actor"",""Director"",""Person""]"
14032,Bob Balaban,1945-08-16,"[""Actor"",""Director"",""Person""]"
14033,Charles Haid,1943-06-02,"[""Actor"",""Director"",""Person""]"
14035,David Miller,1942-08-19,"[""Actor"",""Director"",""Person""]"
14086,Keith Gordon,1961-02-03,"[""Actor"",""Director"",""Person""]"
14121,Mike Binder,1958-06-02,"[""Actor"",""Director"",""Person""]"
14135,James Keach,1947-12-07,"[""Actor"",""Director"",""Person""]"
14206,Werner Herzog,1942-09-05,"[""Actor"",""Director"",""Person""]"
14227,Griffin Dunne,1955-06-08,"[""Actor"",""Director"",""Person""]"
14253,Ringo Starr,1940-07-07,"[""Actor"",""Director"",""Person""]"
14284,Bill Cosby,1937-07-12,"[""Actor"",""Director"",""Person""]"
14345,Peter Barton,1956-07-19,"[""Actor"",""Director"",""Person""]"
14349,Dennis Dugan,1946-09-05,"[""Actor"",""Director"",""Person""]"
14351,Ed Harris,1950-11-28,"[""Actor"",""Director"",""Person""]"
14353,Tom Savini,1946-11-03,"[""Actor"",""Director"",""Person""]"
14420,Harold Ramis,1944-11-21,"[""Actor"",""Director"",""Person""]"
14421,Sean Penn,1960-08-17,"[""Actor"",""Director"",""Person""]"
14444,Edward James Olmos,1947-02-24,"[""Actor"",""Director"",""Person""]"
14447,Eddie Murphy,1961-04-03,"[""Actor"",""Director"",""Person""]"
14463,Marc Singer,1948-01-29,"[""Actor"",""Director"",""Person""]"
14487,Kevin Bacon,1958-07-08,"[""Actor"",""Director"",""Person""]"
14495,Paul Bartel,1938-08-06,"[""Actor"",""Director"",""Person""]"
14498,Bruce Campbell,1958-06-22,"[""Actor"",""Director"",""Person""]"
14510,Jennifer Jason Leigh,1962-02-05,"[""Actor"",""Director"",""Person""]"
14538,Steve Antin,1958-04-19,"[""Actor"",""Director"",""Person""]"
14549,Melanie Mayron,1952-10-20,"[""Actor"",""Director"",""Person""]"
14572,Luca Bercovici,1957-02-22,"[""Actor"",""Director"",""Person""]"
14668,Sammo Kam-Bo Hung,1952-01-07,"[""Actor"",""Director"",""Person""]"
14687,John Stockwell,1961-03-25,"[""Actor"",""Director"",""Person""]"
14691,Peter Billingsley,1971-04-16,"[""Actor"",""Director"",""Person""]"
14791,Dave Thomas,1949-05-20,"[""Actor"",""Director"",""Person""]"
14792,Rick Moranis,1953-04-18,"[""Actor"",""Director"",""Person""]"
14795,Mitchell Lichtenstein,1956-03-10,"[""Actor"",""Director"",""Person""]"
14801,Danny DeVito,1944-11-17,"[""Actor"",""Director"",""Person""]"
14838,Tom Hanks,1956-07-09,"[""Actor"",""Director"",""Person""]"
14870,Peter Horton,1953-08-20,"[""Actor"",""Director"",""Person""]"
14904,Drew Barrymore,1975-02-22,"[""Actor"",""Director"",""Person""]"
14934,Anjelica Huston,1951-07-08,"[""Actor"",""Director"",""Person""]"
14950,John Malkovich,1953-12-09,"[""Actor"",""Director"",""Person""]"
14986,Bernhard Wicki,1919-10-28,"[""Actor"",""Director"",""Person""]"
15009,Emilio Estevez,1962-05-12,"[""Actor"",""Director"",""Person""]"
15033,Eugene Levy,1946-12-17,"[""Actor"",""Director"",""Person""]"
15043,Hart Bochner,1956-10-03,"[""Actor"",""Director"",""Person""]"
15044,Christine Lahti,1950-04-04,"[""Actor"",""Director"",""Person""]"
15050,Rob Reiner,1947-03-06,"[""Actor"",""Director"",""Person""]"
15074,Rosanna Arquette,1959-08-10,"[""Actor"",""Director"",""Person""]"
15076,Kevin Costner,1955-01-18,"[""Actor"",""Director"",""Person""]"
15079,Steve James,1952-02-19,"[""Actor"",""Director"",""Person""]"
15083,Julian Fellowes,1949-08-17,"[""Actor"",""Director"",""Person""]"
15113,Whoopi Goldberg,1955-11-13,"[""Actor"",""Director"",""Person""]"
15141,Ethan Hawke,1970-11-06,"[""Actor"",""Director"",""Person""]"
15236,Fisher Stevens,1963-11-27,"[""Actor"",""Director"",""Person""]"
15340,Bill Paxton,1955-05-17,"[""Actor"",""Director"",""Person""]"
15342,Jerzy Skolimowski,1938-05-05,"[""Actor"",""Director"",""Person""]"
15354,Paul Hogan,1939-10-08,"[""Actor"",""Director"",""Person""]"
15369,Alex van Warmerdam,1952-08-14,"[""Actor"",""Director"",""Person""]"
15387,John Cameron Mitchell,1963-04-21,"[""Actor"",""Director"",""Person""]"
15399,Fred Savage,1976-07-09,"[""Actor"",""Director"",""Person""]"
15400,Jonathan Silverman,1966-08-05,"[""Actor"",""Director"",""Person""]"
15435,Roberto Benigni,1952-10-27,"[""Actor"",""Director"",""Person""]"
15482,Tim Robbins,1958-10-16,"[""Actor"",""Director"",""Person""]"
15496,Bruce Malmuth,1934-02-04,"[""Actor"",""Director"",""Person""]"
15516,Antonio Banderas,1960-08-10,"[""Actor"",""Director"",""Person""]"
15558,Forest Whitaker,1961-07-15,"[""Actor"",""Director"",""Person""]"
15578,Keanu Reeves,1964-09-02,"[""Actor"",""Director"",""Person""]"
15587,Billy Crystal,1948-03-14,"[""Actor"",""Director"",""Person""]"
15594,Spike Lee,1957-03-20,"[""Actor"",""Director"",""Person""]"
15595,Ross McElwee,1947-07-21,"[""Actor"",""Director"",""Person""]"
15601,Gary Oldman,1958-03-21,"[""Actor"",""Director"",""Person""]"
15640,David Byrne,1952-05-14,"[""Actor"",""Director"",""Person""]"
15673,Y.K. Kim,,"[""Actor"",""Director"",""Person""]"
15708,Jean-Claude Van Damme,1960-10-18,"[""Actor"",""Director"",""Person""]"
15718,Bobcat Goldthwait,1962-05-26,"[""Actor"",""Director"",""Person""]"
15776,Todd Graff,1959-10-22,"[""Actor"",""Director"",""Person""]"
15777,John Turturro,1957-02-28,"[""Actor"",""Director"",""Person""]"
15819,Robert Townsend,1957-02-06,"[""Actor"",""Director"",""Person""]"
15845,Mario Van Peebles,1957-01-15,"[""Actor"",""Director"",""Person""]"
15851,Joan Chen,1961-04-26,"[""Actor"",""Director"",""Person""]"
15929,Bill Duke,1943-02-26,"[""Actor"",""Director"",""Person""]"
15935,Christopher Guest,1948-02-05,"[""Actor"",""Director"",""Person""]"
16042,Stephen Fry,1957-08-24,"[""Actor"",""Director"",""Person""]"
16053,Kiefer Sutherland,1966-12-21,"[""Actor"",""Director"",""Person""]"
16066,Courteney Cox,1964-06-15,"[""Actor"",""Director"",""Person""]"
16127,Keenen Ivory Wayans,1958-06-08,"[""Actor"",""Director"",""Person""]"
16218,George Clooney,1961-05-06,"[""Actor"",""Director"",""Person""]"
16257,Kei Fujiwara,1957-03-12,"[""Actor"",""Director"",""Person""]"
16259,Shin'ya Tsukamoto,1960-01-01,"[""Actor"",""Director"",""Person""]"
16295,Yahoo Serious,1953-07-27,"[""Actor"",""Director"",""Person""]"
16302,Sarah Polley,1979-01-08,"[""Actor"",""Director"",""Person""]"
16331,Søren Kragh-Jacobsen,1947-03-02,"[""Actor"",""Director"",""Person""]"
16377,Terry Jones,1942-02-01,"[""Actor"",""Director"",""Person""]"
16395,Denzel Washington,1954-12-28,"[""Actor"",""Director"",""Person""]"
16400,Todd Field,1964-02-24,"[""Actor"",""Director"",""Person""]"
16406,Kenneth Branagh,1960-12-10,"[""Actor"",""Director"",""Person""]"
16466,Michel Blanc,1952-04-16,"[""Actor"",""Director"",""Person""]"
16472,Kirsten Sheridan,1976-07-14,"[""Actor"",""Director"",""Person""]"
16490,Penn Jillette,1955-03-05,"[""Actor"",""Director"",""Person""]"
16512,Bruce McDonald,1959-05-28,"[""Actor"",""Director"",""Person""]"
16513,Michael Moore,1954-04-23,"[""Actor"",""Director"",""Person""]"
16527,Kevin Spacey,1959-07-26,"[""Actor"",""Director"",""Person""]"
16557,Betty Thomas,1947-07-27,"[""Actor"",""Director"",""Person""]"
16653,Tony Goldwyn,1960-05-20,"[""Actor"",""Director"",""Person""]"
16680,Martin Lawrence,1965-04-16,"[""Actor"",""Director"",""Person""]"
16701,Campbell Scott,1961-07-19,"[""Actor"",""Director"",""Person""]"
16739,David Cronenberg,1943-03-15,"[""Actor"",""Director"",""Person""]"
16779,Tim Roth,1961-05-14,"[""Actor"",""Director"",""Person""]"
16808,Adrienne Shelly,1966-06-24,"[""Actor"",""Director"",""Person""]"
16939,Francis Ford Coppola,1939-04-07,"[""Actor"",""Director"",""Person""]"
16940,Eleanor Coppola,1936-05-04,"[""Actor"",""Director"",""Person""]"
16941,John Milius,1944-04-11,"[""Actor"",""Director"",""Person""]"
16974,Peter Berg,1964-03-11,"[""Actor"",""Director"",""Person""]"
16978,William Richert,1942-01-01,"[""Actor"",""Director"",""Person""]"
16985,Chris Rock,1965-02-07,"[""Actor"",""Director"",""Person""]"
16994,Billy Bob Thornton,1955-08-04,"[""Actor"",""Director"",""Person""]"
17009,Russell Crowe,1964-04-07,"[""Actor"",""Director"",""Person""]"
17017,Alan Rickman,1946-02-21,"[""Actor"",""Director"",""Person""]"
17038,Kasi Lemmons,1961-02-24,"[""Actor"",""Director"",""Person""]"
17040,Richard Linklater,1960-07-30,"[""Actor"",""Director"",""Person""]"
17082,Charles S. Dutton,1951-01-30,"[""Actor"",""Director"",""Person""]"
17099,Bonnie Hunt,1961-09-22,"[""Actor"",""Director"",""Person""]"
17125,Benoît Poelvoorde,1964-09-22,"[""Actor"",""Director"",""Person""]"
17157,Pauly Shore,1968-02-01,"[""Actor"",""Director"",""Person""]"
17185,Sydney Pollack,1934-07-01,"[""Actor"",""Director"",""Person""]"
17226,Mark Achbar,,"[""Actor"",""Director"",""Person""]"
17250,Cyril Collard,1957-12-19,"[""Actor"",""Director"",""Person""]"
17254,Gary Sinise,1955-03-17,"[""Actor"",""Director"",""Person""]"
17265,Hugh Laurie,1959-06-11,"[""Actor"",""Director"",""Person""]"
17332,Ernest R. Dickerson,1951-06-25,"[""Actor"",""Director"",""Person""]"
17456,Rusty Cundieff,1960-12-13,"[""Actor"",""Director"",""Person""]"
17559,Leni Riefenstahl,1902-08-22,"[""Actor"",""Director"",""Person""]"
17593,Mathieu Kassovitz,1967-08-03,"[""Actor"",""Director"",""Person""]"
17650,Jon Favreau,1966-10-19,"[""Actor"",""Director"",""Person""]"
17691,Takeshi Kitano,1947-01-18,"[""Actor"",""Director"",""Person""]"
17725,Roko Belic,,"[""Actor"",""Director"",""Person""]"
17734,Stanley Tucci,1960-11-11,"[""Actor"",""Director"",""Person""]"
17787,Steve Buscemi,1957-12-13,"[""Actor"",""Director"",""Person""]"
17810,Alan Cumming,1965-01-27,"[""Actor"",""Director"",""Person""]"
17893,Don McKellar,1963-08-17,"[""Actor"",""Director"",""Person""]"
17918,Josiane Balasko,1950-04-15,"[""Actor"",""Director"",""Person""]"
17958,Julia Sweeney,1959-10-10,"[""Actor"",""Director"",""Person""]"
17980,Julie Delpy,1969-12-21,"[""Actor"",""Director"",""Person""]"
18016,Natalie Portman,1981-06-09,"[""Actor"",""Director"",""Person""]"
18134,Jonathan Frakes,1952-08-19,"[""Actor"",""Director"",""Person""]"
18140,John Polson,1965-09-06,"[""Actor"",""Director"",""Person""]"
18178,Nikita Mikhalkov,1945-10-21,"[""Actor"",""Director"",""Person""]"
18193,Tom Noonan,1951-04-12,"[""Actor"",""Director"",""Person""]"
18204,Martin Scorsese,1942-11-17,"[""Actor"",""Director"",""Person""]"
18206,Kathryn Bigelow,1951-11-27,"[""Actor"",""Director"",""Person""]"
18361,Quentin Tarantino,1963-03-27,"[""Actor"",""Director"",""Person""]"
18362,Don Cheadle,1964-11-29,"[""Actor"",""Director"",""Person""]"
18419,Art Clokey,1921-10-12,"[""Actor"",""Director"",""Person""]"
18423,Angelina Jolie,1975-06-04,"[""Actor"",""Director"",""Person""]"
18433,Nick Broomfield,1948-01-30,"[""Actor"",""Director"",""Person""]"
18657,Tom Gilroy,,"[""Actor"",""Director"",""Person""]"
18659,Casey Affleck,1975-08-12,"[""Actor"",""Director"",""Person""]"
18742,Steven M. Martin,,"[""Actor"",""Director"",""Person""]"
18744,Mike Judge,1962-10-17,"[""Actor"",""Director"",""Person""]"
18800,Richard Brooks,1962-12-09,"[""Actor"",""Director"",""Person""]"
18825,Edward Norton,1969-08-18,"[""Actor"",""Director"",""Person""]"
18831,Paul Mazursky,1930-04-25,"[""Actor"",""Director"",""Person""]"
18850,Ben Stiller,1965-11-30,"[""Actor"",""Director"",""Person""]"
18854,Costa Botes,1960-12-27,"[""Actor"",""Director"",""Person""]"
18856,Peter Jackson,1961-10-31,"[""Actor"",""Director"",""Person""]"
18913,Bruce La Bruce,,"[""Actor"",""Director"",""Person""]"
18922,Eric Schaeffer,1962-01-22,"[""Actor"",""Director"",""Person""]"
18940,Reginald Hudlin,1961-12-15,"[""Actor"",""Director"",""Person""]"
18948,Joseph Gordon-Levitt,1981-02-17,"[""Actor"",""Director"",""Person""]"
18959,Bruce McCulloch,1961-05-12,"[""Actor"",""Director"",""Person""]"
19014,Jim Mallon,,"[""Actor"",""Director"",""Person""]"
19025,Vincent Gallo,1961-04-11,"[""Actor"",""Director"",""Person""]"
19084,Edward Burns,1968-01-29,"[""Actor"",""Director"",""Person""]"
19119,Til Schweiger,1963-12-19,"[""Actor"",""Director"",""Person""]"
19289,Ben Affleck,1972-08-15,"[""Actor"",""Director"",""Person""]"
19328,Mike Nichols,1931-11-06,"[""Actor"",""Director"",""Person""]"
19417,Michael Martin,,"[""Actor"",""Director"",""Person""]"
19451,Jason Priestley,1969-08-28,"[""Actor"",""Director"",""Person""]"
19463,Manoel de Oliveira,1908-12-11,"[""Actor"",""Director"",""Person""]"
19577,Spike Jonze,1969-10-22,"[""Actor"",""Director"",""Person""]"
19618,Sally Potter,1949-09-19,"[""Actor"",""Director"",""Person""]"
19681,Greg Mottola,1964-07-11,"[""Actor"",""Director"",""Person""]"
19903,Nick Cassavetes,1959-05-21,"[""Actor"",""Director"",""Person""]"
19920,Trey Parker,1969-10-19,"[""Actor"",""Director"",""Person""]"
19959,Christopher Scott Cherot,,"[""Actor"",""Director"",""Person""]"
20005,Bob Peterson,1961-01-18,"[""Actor"",""Director"",""Person""]"
20104,Myles Berkowitz,,"[""Actor"",""Director"",""Person""]"
20189,Justin Theroux,1971-08-10,"[""Actor"",""Director"",""Person""]"
20232,Michael Rosenbaum,1972-07-11,"[""Actor"",""Director"",""Person""]"
20276,Peter Mullan,1959-11-02,"[""Actor"",""Director"",""Person""]"
20347,Donal Lardner Ward,1964-08-21,"[""Actor"",""Director"",""Person""]"
20395,Ted Demme,1963-10-26,"[""Actor"",""Director"",""Person""]"
20409,Gavin O'Connor,1964-01-01,"[""Actor"",""Director"",""Person""]"
20442,Michael Polish,1970-10-30,"[""Actor"",""Director"",""Person""]"
20447,Chi Muoi Lo,,"[""Actor"",""Director"",""Person""]"
20466,Joe Carnahan,1969-05-09,"[""Actor"",""Director"",""Person""]"
20562,Clark Gregg,1962-04-02,"[""Actor"",""Director"",""Person""]"
20613,Lindsay Anderson,1923-04-17,"[""Actor"",""Director"",""Person""]"
20807,Tim Blake Nelson,1964-05-11,"[""Actor"",""Director"",""Person""]"
20887,Chris Weitz,1969-11-30,"[""Actor"",""Director"",""Person""]"
20970,Nanni Moretti,1953-08-19,"[""Actor"",""Director"",""Person""]"
21078,Vondie Curtis-Hall,1956-09-30,"[""Actor"",""Director"",""Person""]"
21081,Agnès Jaoui,1964-10-19,"[""Actor"",""Director"",""Person""]"
21089,Barry W. Blaustein,,"[""Actor"",""Director"",""Person""]"
21150,Zach Braff,1975-04-06,"[""Actor"",""Director"",""Person""]"
21182,Jeffrey Donovan,1968-05-11,"[""Actor"",""Director"",""Person""]"
21296,Steve Oedekerk,1961-11-27,"[""Actor"",""Director"",""Person""]"
21304,Tom Green,1971-07-30,"[""Actor"",""Director"",""Person""]"
21364,Michael Showalter,1970-06-17,"[""Actor"",""Director"",""Person""]"
21450,Agnès Varda,1928-05-30,"[""Actor"",""Director"",""Person""]"
21463,Ralph Eggleston,,"[""Actor"",""Director"",""Person""]"
21640,Kevin Smith,1970-08-02,"[""Actor"",""Director"",""Person""]"
21647,Cem Yilmaz,1973-04-23,"[""Actor"",""Director"",""Person""]"
21658,Paul Gross,1959-04-30,"[""Actor"",""Director"",""Person""]"
21667,Jennifer Westfeldt,1970-02-02,"[""Actor"",""Director"",""Person""]"
21715,Peter Stebbings,1971-02-28,"[""Actor"",""Director"",""Person""]"
21740,Yvan Attal,1965-01-04,"[""Actor"",""Director"",""Person""]"
21813,Chris Sanders,1960-03-15,"[""Actor"",""Director"",""Person""]"
21837,Stanley Kubrick,1928-07-26,"[""Actor"",""Director"",""Person""]"
21904,B.Z. Goldberg,,"[""Actor"",""Director"",""Person""]"
21970,Stephen Chow,1962-06-22,"[""Actor"",""Director"",""Person""]"
22042,Elizabeth Banks,1974-02-10,"[""Actor"",""Director"",""Person""]"
22099,Phil Vischer,1966-06-16,"[""Actor"",""Director"",""Person""]"
22100,Mike Nawrocki,1966-07-08,"[""Actor"",""Director"",""Person""]"
22109,Paddy Considine,1974-09-05,"[""Actor"",""Director"",""Person""]"
22405,Michael Blieden,,"[""Actor"",""Director"",""Person""]"
22422,Patrice Chéreau,1944-11-02,"[""Actor"",""Director"",""Person""]"
22537,Nat Faxon,1975-01-01,"[""Actor"",""Director"",""Person""]"
22592,Marina de Van,1971-08-02,"[""Actor"",""Director"",""Person""]"
22622,Eric Tsang,1953-04-14,"[""Actor"",""Director"",""Person""]"
22667,Oliver Stone,1946-09-15,"[""Actor"",""Director"",""Person""]"
22670,Robert Altman,1925-02-20,"[""Actor"",""Director"",""Person""]"
22671,John G. Avildsen,1935-12-21,"[""Actor"",""Director"",""Person""]"
22741,Joel Edgerton,1974-06-23,"[""Actor"",""Director"",""Person""]"
22802,Ricky Gervais,1961-06-25,"[""Actor"",""Director"",""Person""]"
22819,Eli Roth,1972-04-18,"[""Actor"",""Director"",""Person""]"
22856,Guillaume Canet,1973-04-10,"[""Actor"",""Director"",""Person""]"
22929,Sook-Yin Lee,,"[""Actor"",""Director"",""Person""]"
22939,Carrie Preston,1967-06-21,"[""Actor"",""Director"",""Person""]"
22954,Tommy Wiseau,1955-10-03,"[""Actor"",""Director"",""Person""]"
22967,Tony Jaa,1976-02-05,"[""Actor"",""Director"",""Person""]"
23002,Garry Marshall,1934-11-13,"[""Actor"",""Director"",""Person""]"
23122,Mike Bonanno,1968-04-15,"[""Actor"",""Director"",""Person""]"
