directorId,movieId
15587,237
15587,27373
15587,3500
15594,3423
15594,107314
15594,1054
15594,3424
15594,3943
15594,639
15594,3865
15594,3422
15594,44199
15594,159
15594,2702
15594,4217
15594,352
15594,3425
15594,5954
15594,3426
15594,3246
15594,1840
15595,26581
15601,1846
15640,7815
15673,103813
15708,704
15718,93855
15718,48817
15718,3544
15718,71429
15776,91873
15776,6568
15777,2767
15819,1490
15819,6204
15819,4116
15819,4102
15819,70751
15845,6977
15845,8364
15851,3824
15851,2621
15929,1601
15929,3248
15935,4570
15935,3911
15935,1887
15935,1449
15935,49220
15935,6296
16042,27648
16053,1523
16066,133545
16127,4066
16127,46865
16127,387
16127,8531
16127,3785
16127,4388
16218,58839
16218,89804
16218,39292
16218,6003
16218,108928
16257,4552
16259,4552
16259,1570
16295,4563
16302,94931
16302,52967
16302,102588
16331,3320
16377,1136
16377,7355
16377,4591
16377,1080
16377,6807
16395,56885
16395,5955
16400,48696
16400,4903
16406,130073
16406,1411
16406,273
16406,96
16406,108188
16406,1224
16406,3044
16406,3045
16406,497
16406,86332
16406,3719
16466,1174
16472,55872
16490,34338
16512,73211
16512,60857
16512,8777
16512,2342
16513,5669
16513,53894
16513,8622
16513,157
16513,2064
16513,1827
16527,30818
16527,1352
16557,5803
16557,3534
16557,47122
16557,73042
16557,1911
16557,585
16557,1476
16653,2570
16653,4231
16680,626
16701,33358
16701,994
16701,65665
16739,70927
16739,2455
16739,112070
16739,7123
16739,6748
16739,1483
16739,6197
16739,7029
16739,5853
16739,31270
16739,2118
16739,55118
16739,37733
16739,2600
16739,89761
16739,2551
16739,488
16739,6774
16779,3150
16808,50685
16939,4628
16939,4111
16939,1208
16939,6109
16939,4690
16939,1221
16939,26485
16939,2114
16939,1339
16939,3730
16939,858
16939,2469
16939,765
16939,2023
16939,1672
16939,4557
16940,26729
16941,6518
16941,3441
16941,1587
16974,54736
16974,94018
16974,2387
16974,8937
16974,107069
16974,6764
16974,60074
16978,4527
16985,118924
16985,6265
16994,1358
16994,4031
17009,117871
17017,1728
17038,1660
17038,54513
17040,27904
17040,6978
17040,100714
17040,34321
17040,94896
17040,1454
17040,4888
17040,4873
17040,6863
17040,441
17040,112290
17040,8638
17040,1804
17040,215
17082,7315
17099,3512
17125,3266
17157,31724
17185,454
17185,2906
17185,27821
17185,77808
17185,7
17185,3194
17185,2819
17185,1959
17185,3011
17185,4361
17185,5707
17185,26689
17185,6413
17185,3074
17226,8582
17226,27846
17250,526
17254,3271
17265,4740
17332,886
17332,328
17332,547
17456,100083
17456,449
17456,1532
17456,330
17559,4278
17593,97
17593,4383
17593,61350
17593,6952
17593,582
17650,4452
17650,59315
17650,83613
17650,111443
17650,40851
17650,137857
17650,77561
17650,6936
17691,70927
17691,4640
17691,8370
17691,26840
17691,8012
17691,1809
17691,8327
17725,101904
17725,7786
17734,994
17734,2295
17787,1051
17810,4345
17893,3008
17918,68
17958,2499
17980,95744
18016,71823
18134,5264
18134,69805
18134,53138
18134,1356
18134,2393
18140,31427
18140,5564
18178,213
18193,496
18193,864
18204,38304
18204,4628
18204,88682
18204,1343
18204,58879
18204,90863
18204,44421
18204,106782
18204,5385
18204,48516
18204,16
18204,111
18204,26391
18204,74458
18204,7419
18204,2474
18204,30812
18204,8840
18204,6001
18204,1213
18204,2976
18204,5956
18204,8042
18204,412
18204,2022
18204,1730
18204,1228
18204,90866
18204,8838
18204,5275
18206,3727
18206,69481
18206,4351
18206,5479
18206,5808
18206,98961
18206,198
18206,5961
18361,18
18361,32587
18361,52281
18361,296
18361,128360
18361,53519
18361,7438
18361,99114
18361,6874
18361,1729
18361,68157
18361,1089
18362,152057
18419,244
18423,118702
18433,99
18433,1856
18433,7620
18433,7171
18657,7125
18659,80572
18742,4711
18744,71248
18744,2502
18744,47997
18744,1405
18800,971
18800,4190
18800,7095
18800,5301
18800,8057
18800,6852
18800,972
18800,8451
18825,3536
18831,8571
18831,5548
18831,112577
18831,26324
18831,4524
18831,33912
18831,664
18831,4590
18831,4971
18850,106918
18850,148888
18850,61132
18850,784
18850,4816
18850,372
18854,4350
18856,4350
18856,7153
18856,5952
18856,799
18856,1255
18856,4624
18856,4993
18856,98809
18856,72731
18856,118696
18856,106489
18856,1241
18856,247
18856,41569
18913,109359
18922,118
18940,122
18940,3955
18940,3773
18940,725
18948,105213
18959,2907
18959,5573
18959,2884
19014,671
19025,1916
19025,27664
19084,804
19084,144
19084,4782
19119,92751
19289,97304
19289,55290
19289,80489
19328,2417
19328,6832
19328,141
19328,3326
19328,1810
19328,4809
19328,7572
19328,2245
19328,4349
19328,1247
19328,382
19328,2132
19328,56788
19328,3167
19328,4478
19328,4318
19328,6613
19328,8981
19417,1886
19451,3913
19463,70927
19577,126106
19577,71745
19577,5902
19577,106920
19577,2997
19618,506
19618,1669
19681,1484
19681,67734
19681,54503
19681,84772
19903,110771
19903,8533
19903,1600
19903,50442
19903,5108
19903,69712
19920,2325
19920,8917
19920,2700
19920,79008
19959,1903
20005,68954
20104,2492
20189,56908
20232,112112
20276,4698
20276,6591
20347,3001
20395,6327
20395,94
20395,2587
20395,514
20395,4239
20409,89774
20409,3118
20409,62792
20409,7263
20442,6547
20442,50923
20442,2725
20447,3883
20466,78469
20466,114818
20466,50794
20466,91976
20466,2487
20466,5959
20562,65126
20613,2285
20613,53887
20807,75813
20807,4745
20807,5682
20887,2706
20887,56171
20887,5377
20887,4153
20887,72407
20970,70927
20970,5073
21078,27875
21078,1447
21078,4775
21081,4151
21081,32591
21089,3327
21089,42013
21150,8784
21182,87975
21296,5047
21296,19
21296,7048
21304,4255
21364,155392
21450,4237
21450,3637
21463,95858
21640,74532
21640,45728
21640,223
21640,62434
21640,114670
21640,180
21640,3052
21640,7366
21640,89343
21640,1639
21640,4734
21647,149572
21647,148168
21658,143410
21658,5829
21667,91690
21715,76210
21740,71823
21740,5466
21813,101142
21813,76093
21813,5444
21837,1178
21837,750
21837,1206
21837,924
21837,1222
21837,2728
21837,2727
21837,2726
21837,2730
21837,1258
21837,2712
21837,2729
21904,5224
21970,6618
21970,31878
22042,133419
22042,100083
22099,5629
22100,5629
22109,90357
22405,59143
22405,74152
22422,302
22537,102993
22592,108506
22592,6940
22622,2880
22667,8577
22667,8977
22667,4008
22667,3173
22667,3386
22667,4009
22667,465
22667,95583
22667,4407
22667,4007
22667,5754
22667,288
22667,80590
22667,1090
22667,62437
22667,14
22667,1627
22667,1093
22667,46974
22670,26313
22670,7165
22670,5060
22670,2583
22670,3093
22670,535
22670,305
22670,5013
22670,2303
22670,1841
22670,26414
22670,2088
22670,30723
22670,8392
22670,869
22670,8261
22670,45028
22670,3953
22670,5936
22670,48198
22670,2511
22670,2289
22670,77291
22670,3136
22671,1954
22671,2412
22671,408
22671,5043
22671,2422
22671,2420
22671,2421
22671,5773
22671,8010
22671,4616
22741,140247
22802,78034
22802,71520
22802,83506
22819,52281
22819,68157
22819,53435
22819,42723
22819,6707
22856,54372
22929,91610
22939,140749
22954,74754
22967,67252
23002,4700
23002,2255
23002,2418
23002,157667
23002,4474
23002,91628
23002,2506
23002,8362
23002,8614
23002,1167
23002,597
23002,8808
23002,74450
23002,2724
23002,3308
23002,234
23122,74677
23123,74677
23185,118105
23186,118105
23223,135861
23223,111743
23223,95441
23320,99917
23320,8914
23329,79686
23329,8938
23347,95375
23361,141124
23381,146682
23421,50912
23436,54419
23472,26492
23472,59615
23472,1544
23472,2739
23472,1387
23472,2115
23472,480
23472,1693
23472,26242
23472,7104
23472,4564
23472,3738
23472,1097
23472,143385
23472,5989
23472,3471
23472,4370
23472,91126
23472,3489
23472,90746
23472,1291
23472,1198
23472,8529
23472,34048
23472,4103
23472,41997
23472,5445
23472,98154
23472,2028
23472,527
23560,33880
23560,89321
23580,2628
23580,6645
23580,260
23580,3363
23580,33493
23580,5378
23631,7236
23670,7199
23723,115122
23775,109895
23781,4867
23781,2468
23781,1363
23781,3105
23781,516
23781,2797
23781,3255
23833,44511
23994,52462
24022,159755
24148,130960
24201,39052
24201,93805
24269,119141
24269,102123
24288,59669
24303,65642
24387,105731
24387,2908
24426,54732
24426,51088
24491,69524
24510,112497
24526,87234
24614,8194
24614,1945
24614,1940
24614,1104
24614,3038
24614,3330
24614,949
24614,32369
24614,70188
24614,51773
24624,78034
24624,117511
24711,57792
24816,89102
24816,33154
24816,89203
24816,58191
24816,60291
24816,127152
24915,66659
24915,55566
24936,55687
24936,82037
24956,68884
24967,104069
24967,127098
24967,92535
24967,86345
24967,86347
25001,4079
25001,26492
25001,420
25001,6424
25001,3421
25001,26555
25001,2478
25001,84696
25001,3039
25001,1220
25001,1772
25001,3760
25001,152173
25001,747
25001,4489
25001,1321
25001,73469
25130,69529
25212,104339
25320,27369
25320,69685
25458,76060
25497,59731
25507,65188
25513,89102
25513,8464
25583,1864
25584,4073
25584,58047
25622,8810
25622,1590
25622,2322
25622,90403
25622,96691
25622,98
25622,80363
25622,61248
25622,44
25622,5219
25623,4483
25623,7990
25623,43351
25629,61236
25629,105769
25699,2434
25821,95311
25875,85016
25876,85016
25953,71462
26014,157296
26014,106022
26014,85736
26075,107559
26103,79318
26140,70927
26140,39419
26140,1719
26140,233
26140,3055
26140,114925
26330,97744
26330,77907
26340,80185
26351,115122
26351,53189
26351,86000
26367,93432
26385,82173
26406,90469
26406,160954
26406,80862
26407,160954
26407,90469
26407,80862
26411,77455
26497,93265
26497,141668
26497,64114
26497,48711
26551,5343
26551,3716
26551,2867
26551,1991
26551,742
26596,35836
26596,66509
26596,99117
26596,52973
26596,134393
26703,93512
26703,77421
26704,96467
26865,97328
26887,95105
26887,62999
26887,33615
26887,81564
26888,53121
26888,90647
26890,95105
26890,67408
26890,8360
26986,106873
26986,84187
26986,70533
26986,68945
26986,163056
26986,27156
26991,4224
26991,3452
26991,37380
27086,96815
27086,104457
27086,113862
27116,89102
27116,37240
27116,5619
27116,97393
27138,1003
27138,5723
27138,26712
27138,4835
27138,110858
27138,82169
27138,5316
27138,5387
27138,50742
27138,422
27138,97673
27138,7566
27138,282
27138,52767
27138,6989
27138,51471
27138,3077
27138,6676
27138,3082
27138,50658
27138,4508
27357,118700
27358,127178
27358,68901
27359,96815
27359,103801
27365,98491
27375,99764
27375,148881
27376,1194
27412,127204
27412,136602
27525,112399
27583,95309
27642,77800
27685,105254
27685,138258
27738,93512
27738,77421
27788,134170
27822,118105
27900,6595
27900,45062
27926,55094
27926,81788
27926,33166
27975,32898
27977,62383
27981,25737
27985,8511
27985,3310
27985,3306
27985,3640
27985,3632
27985,3307
27985,3309
27985,3462
27985,1281
27985,3559
27985,3629
27989,25744
27990,44587
27991,8125
27991,4404
27991,4405
27991,1348
27991,5599
27992,8609
27993,25752
27993,8235
27996,7195
27996,6431
27996,3406
27996,8491
27996,7219
27996,7216
27996,7302
27997,3742
28000,4277
28001,25755
28003,25755
28004,25764
28004,123663
28004,25755
28007,6986
28011,2177
28011,2178
28011,904
28011,1086
28011,2182
28011,903
28011,933
28011,2184
28011,2183
28011,930
28011,2201
28011,2202
28011,931
28011,2187
28011,2186
28011,2176
28011,2200
28011,2180
28011,1219
28011,908
28011,2181
28011,1333
28011,2210
28011,2212
28011,965
28011,2207
28011,2208
28011,2206
28011,2205
28011,929
28011,928
28011,2203
28011,2204
28011,2227
28011,2214
28011,2215
28011,2219
28011,2221
28013,3492
28014,7914
28015,8275
28016,3022
28018,8423
28020,1927
28020,4954
28020,2904
28020,26085
28020,3965
28020,4178
28020,966
28020,2669
28020,8423
28021,58649
28022,8524
28022,8257
28022,25839
28022,3217
28022,1925
28022,7056
28023,1925
28024,25763
28024,32280
28026,6981
28026,25898
28026,6985
28028,2102
28031,6433
28032,33312
28033,33312
28034,5099
28034,98441
28034,59846
28035,4928
28035,6666
28035,26318
28035,52528
28035,41336
28035,820
28035,154
28035,49394
28035,8239
28035,4399
28035,8620
28035,25774
28035,25771
28037,7706
28039,3035
28039,2967
28039,3604
28039,32844
28039,8465
28039,25886
28039,8044
28039,25773
28040,7081
28040,1928
28041,8507
28041,2644
28043,72683
28044,8187
28044,8228
28045,7826
28045,5230
28045,25842
28045,80748
28045,7091
28045,25777
28047,976
28048,8208
28048,25929
28048,7061
28048,1929
28049,2633
28050,920
28050,919
28050,7208
28050,53038
28051,4356
28051,7215
28051,1284
28051,7070
28051,7212
28051,3487
28051,4329
28051,6522
28051,4704
28051,32160
28051,2847
28051,955
28051,25868
28051,31116
28051,951
28051,25788
28052,25788
28053,936
28053,3097
28053,946
28053,25891
28053,3739
28054,6643
28054,8785
28054,42217
28054,60990
28054,25792
28055,7881
28057,932
28057,7702
28057,1937
28057,6254
28057,1256
28059,2366
28060,2430
28060,2366
28062,6390
28062,164977
28062,941
28062,8256
28063,25801
28064,71102
28065,71102
28066,70121
28067,25805
28068,3086
28069,3086
28070,98458
28071,3966
28071,25807
28072,1066
28072,907
28072,7050
28072,945
28072,3061
28074,99270
28075,39779
28076,25826
28076,39779
28076,3217
28077,39779
28078,950
28078,7834
28078,7831
28078,7833
28080,3675
28080,3605
28080,32469
28080,66686
28080,7058
28080,2612
28080,6446
28080,8167
28080,940
28080,8600
28080,3122
28080,6856
28080,77435
28080,912
28086,99273
28086,5098
28086,99276
28086,34002
28087,55895
28087,916
28087,3368
28087,4046
28087,1939
28087,25971
28087,8459
28087,8033
28087,4912
28087,5963
28087,1287
28087,4999
28087,25856
28087,7078
28087,4801
28087,25865
28087,1936
28088,1932
28088,7579
28091,947
28091,25841
28092,960
28092,25828
28093,3871
28093,948
28093,3475
28093,4189
28093,7303
28093,1067
28093,7055
28093,7840
28093,956
28093,7584
28093,6228
28094,7222
28097,3447
28099,3134
28099,6783
28102,1933
28102,7079
28103,8712
28104,6035
28108,594
28109,594
28111,9012
28111,3792
28111,32349
28113,8331
28113,940
28114,1099
28115,5470
28115,7086
28117,7835
28117,34018
28117,37211
28119,25852
28122,2899
28123,8404
28126,2649
28129,47493
28129,8263
28129,962
28131,8819
28131,3600
28131,3602
28131,4402
28131,8820
28131,919
28133,3611
28133,1024
28133,1282
28133,596
28134,3159
28134,3964
28134,1282
28135,1282
28135,2018
28136,1282
28138,1282
28138,596
28144,5234
28144,5232
28149,8338
28149,4194
28149,2488
28149,42681
28149,5825
28153,2654
28154,1152
28154,71525
28156,2018
28158,82313
28158,2066
28158,7883
28158,7713
28160,2647
28160,2650
28161,45179
28162,25906
28162,25882
28163,5001
28163,6743
28164,5177
28166,7093
28166,915
28166,3196
28166,937
28166,5008
28166,26025
28166,4359
28166,3435
28166,1938
28166,3736
28166,922
28166,4186
28166,6579
28166,909
28166,910
28166,3076
28166,8336
28168,8009
28168,4920
28171,96792
28171,935
28171,8008
28171,938
28171,939
28171,8583
28171,918
28171,900
28171,5114
28171,934
28171,32381
28171,6432
28171,47493
28173,5300
28173,7217
28173,7131
28173,6562
28173,8700
28174,8766
28174,2651
28175,4923
28176,1301
28176,8612
28177,8338
28177,4194
28177,5825
28178,5651
28178,3936
28181,3849
28181,7943
28181,3417
28181,8768
28181,69559
28181,2653
28183,25900
28187,2635
28188,2636
28189,8337
28189,1068
28189,1069
28194,7087
28194,7111
28194,31374
28194,7585
28194,1250
28194,2927
28194,47714
28194,8341
28194,2067
28194,1204
28196,2920
28200,61634
28201,2940
28201,80346
28201,4188
28203,2080
28203,2087
28203,2085
28203,1022
28203,2096
28203,1032
28203,3775
28203,1024
28203,3964
28205,7064
28206,6982
28206,659
28206,7064
28207,3792
28209,3792
28212,47728
28213,3775
28214,3775
28216,7728
28217,2099
28218,964
28219,8695
28220,3096
28220,6260
28220,4184
28220,3088
28220,963
28221,5289
28221,1942
28221,3468
28221,8857
28222,8611
28222,8711
28224,5120
28224,3549
28224,4420
28224,943
28224,52378
28224,7211
28224,926
28224,25952
28224,3872
28224,4274
28225,8661
28225,3494
28225,8654
28225,2939
28225,32371
28225,41585
28225,6386
28225,4411
28226,25993
28226,4433
28226,8672
28226,3656
28226,6031
28227,2520
28227,8920
28227,2398
28228,5167
28229,25930
28229,46664
28229,1212
28229,32139
28229,1951
28230,8420
28231,7700
28231,7116
28231,6467
28233,3928
28233,7407
28233,1016
28236,746
28238,84098
28238,4357
28238,3404
28238,8463
28238,34608
28240,8143
28240,32525
28240,25941
28242,6516
28242,5434
28242,8718
28242,53737
28243,8618
28243,1103
28243,6273
28243,47092
28243,25945
28243,6225
28244,1217
28244,3470
28244,3091
28244,2019
28244,7766
28244,7925
28244,5291
28244,6669
28244,7919
28244,7924
28244,5498
28244,3030
28244,7926
28244,2905
28247,8989
28247,2851
28247,2874
28247,2259
28247,6785
28247,899
28247,4798
28247,901
28247,5168
28247,3606
28247,7708
28247,26178
28247,4796
28247,911
28249,1026
28251,7223
28252,3292
28252,8751
28254,25962
28255,25962
28255,3062
28257,4298
28257,31770
28259,2662
28259,6405
28260,4767
28260,31156
28261,7195
28267,8492
28268,89881
28271,3314
28272,7386
28272,1943
28273,56015
28274,1079
28274,5603
28275,5602
28275,4432
28275,5604
28277,5203
28277,3757
28277,3405
28277,3658
28277,3207
28278,4294
28280,95115
28280,95113
28280,83829
28281,3340
28281,2362
28281,1924
28282,6629
28284,6148
28284,4826
28284,7335
28284,8126
28285,7396
28285,2131
28285,7935
28285,7577
28285,4422
28285,2068
28285,7942
28285,5147
28285,1237
28285,7941
28285,7327
28285,7936
28285,7939
28285,7820
28285,7938
28286,8188
28286,8199
28291,69945
28292,2363
28292,26013
28292,5638
28292,86982
28292,86864
28292,32395
28292,2365
28294,25995
28294,26005
28294,26012
28296,8447
28298,78111
28298,3144
28298,8988
28300,6231
28301,6920
28301,5333
28301,46855
28301,7587
28303,142192
28308,7190
28308,1946
28308,8385
28308,7082
28313,5202
28313,26003
28313,7068
28313,8197
28314,668
28314,6918
28314,670
28317,7787
28318,26007
28320,47721
28321,26009
28323,7075
28324,775
28324,3343
28324,3845
28324,674
28325,8136
28326,4710
28326,6428
28326,4855
28326,8340
28326,2664
28326,3427
28326,26117
28327,5966
28329,8684
28329,26151
28329,26052
28330,44197
28330,55805
28330,1404
28330,2479
28330,6468
28330,463
28330,2749
28330,6180
28330,4593
28330,4537
28330,6234
28330,8879
28330,3362
28330,3504
28330,3735
28330,37785
28330,3068
28330,5938
28330,3734
28330,6316
28330,1203
28330,69908
28330,3789
28330,7560
28330,8650
28331,89408
28331,7207
28331,6239
28331,26093
28332,6302
28332,7245
28333,5649
28333,2652
28333,3875
28333,2634
28333,5383
28336,3136
28337,5373
28337,3245
28338,6227
28340,5796
28340,3659
28341,7493
28342,3153
28343,3548
28343,26084
28344,3516
28344,8745
28345,1334
28346,1334
28347,4998
28347,3451
28347,6777
28347,3469
28347,3379
28347,4799
28348,2519
28348,2856
28348,4792
28348,2781
28349,5836
28349,26198
28350,3962
28350,4948
28351,6525
28351,3501
28351,3103
28351,7334
28351,41226
28351,4292
28351,6452
28351,8772
28351,3467
28352,854
28355,7238
28358,7916
28360,8484
28360,7564
28360,26082
28361,3465
28361,3394
28361,4666
28361,8596
28361,1125
28361,6663
28361,6143
28361,1081
28361,6658
28361,1083
28361,7073
28361,5004
28361,902
28361,4802
28361,6662
28361,4263
28367,123695
28368,841
28371,8138
28372,26350
28372,3788
28372,8195
28372,26094
28376,7958
28376,7995
28376,2783
28376,2784
28376,7959
28376,2782
28376,8137
28376,4403
28376,2747
28376,4414
28376,2780
28376,8903
28377,2747
28379,30783
28379,3205
28379,3832
28381,7888
28381,1013
28381,1014
28382,7083
28382,5395
28382,4784
28382,4984
28382,5119
28384,7818
28385,8713
28385,6116
28385,7394
28385,1017
